TextType,MaxLength,Format,SheetInfo,CopyFromSelectedSheet,ChangeableByScriptOnly,CanModify,CanHide,CanModifyInivisible,DatabaseField,SystemDefined,ConnectionTargetFormat,UseActivePinTerminal,TEXTNAME_86,TEXTNAME_31,TEXTNAME_44,TEXTNAME_33,TEXTNAME_49,TEXTNAME_39,TEXTNAME_81,TEXTNAME_351,TEXTNAME_07,TEXTNAME_34,TEXTNAME_90,TEXTNAME_48
1021,128,,-1,0,0,-1,-1,0,,-1,0,0,項目名稱,projectnaam,Project name,Nom projet,Projektname,Nome Progetto,プロジェクト名,Nome do Projeto,название проекта,Nombre Proyecto,Proje adı,Nazwa projektu
1059,80,,0,0,0,-1,-1,0,,-1,0,0,,,Component code (Terminal plan table),,Bauteiltyp (Klemmenplan Tabellensymbol),,,,,,,Kod komponentu (Plan złączek listwowych)
1067,0,,-1,0,0,-1,-1,0,,-1,0,0,修改日期 (sheet),wijzigingsdatum (sheet),Date of modification (sheet),Date de modification (sheet),Bearbeitungsdatum (Blatt),Data di editazione (sheet),変更日 (sheet),Data de modificação (sheet),Дата изменения (sheet),Fecha de modificación (sheet),Değişiklik tarihi (sheet),Data modyfikacji (arkusz)
1092,0,,0,0,0,-1,-1,0,,-1,0,0,Reference from original  to view,referentie van originaal naar visie,Reference from original  to view,Référence d'original vers vue,Verweis vom Original auf Ansicht,Referenza da originale a vista,オリジナルからビューへのリファレンス,Referência do Original para Vista,Ссылка от оригинала к виду,Referencia de la original a la vista,Referans görünümde orijinali görmek için,Referencja z orginału do widoku
1093,0,,0,0,0,-1,-1,0,,-1,0,0,Reference from view to original,referentie van visie naar originaal,Reference from view to original,Référence de vue vers original,Verweis von Ansicht auf Original,Referenza da vista a originale,ビューからオリジナルへのリファレンス,Referência da Vista para Original ,Ссылка от вида к оригиналу,Referencia de la vista a la original,Referans orijinalden görünümü görmek için ,Referencja z widoku do orginału
1094,0,,0,0,0,-1,-1,0,.ENTRY_PORT,-1,0,0,Port name,port naam,Port name,Nom de serrage,Klemmstellenname,Nome porta,ポート名,Nome da Porta,Имя порта,Nombre de puerto,Port adı,Nazwa portu
1095,0,,0,0,0,-1,-1,0,,-1,0,0,Port name from panel,port naam van panel,Port name from panel,Nom de serrage de l'armoire,Klemmstelle von Schaltschrank,Nome porta da panel,パネルからのポート名,Nome da Porta pelo Painel,Имя порта из компоновки,Nombre de puerto del armario,Port adı panelden,Nazwa portu z Panel
5000,255,,0,0,0,0,0,0,saberModel,0,0,0,Saber 模型名称,Saber model naam,Saber Model Name,Nom de modèle Saber,Saber Bauformname,Saber - Modello,SABERモデル名,Saber Nome do modelo ,Saber Имя модели,Nombre de modelo Saber,Saber Model Adı,Saber Nazwa Modelu
5001,255,,0,0,0,0,0,0,saberLib,0,0,0,Saber 库,Saber bibliotheek,Saber Library,Bibliothèque Saber,Saber Datenbank,Saber - Libreria,SABERライブラリ,Saber Biblioteca ,Saber Библиотека,Librería Saber,Saber Kütüphane,Saber Biblioteka
5002,255,,0,0,0,0,0,0,saberParam1,0,0,0,Saber 参数 1,Saber parameter 1,Saber Parameter 1,Paramètre 1 Saber,Saber Parameter 1,Saber - Parameter 1,SABERパラメータ1,Saber Parâmetro 1 ,Saber Параметр 1,Perímetro 1 Saber,Saber Parametre 1,Saber Parametr 1
5003,255,,0,0,0,0,0,0,saberPin,0,0,0,Saber 针脚,Saber pin,Saber Pin,Broche Saber,Saber Pin,Saber - Pin,SABERピン,Saber Pin,Saber Вывод,Pin  Saber,Saber Pin,Saber Pin
5100,255,,0,0,-1,0,0,0,E3.ePLM_FunctionName,0,0,0,E3.ePLM 功能名称,E3.ePLM functie naam,E3.ePLM FunctionName,NomFonction E3.ePLM,E3.ePLM Aktion,E3.ePLM FunctionName,E3.ePLM 機能名,Nome da Função E3.ePLM,E3.ePLM ИмяФункции,Nombre de Función E3.ePLM,E3.ePLM FonksiyonAdı,E3.ePLM NazwaFunkcji
5101,255,,0,0,-1,0,0,0,E3.ePLM_Description,0,0,0,E3.ePLM 描述,E3.ePLM beschrijving,E3.ePLM Description,Description E3.ePLM,E3.ePLM Aktionsbeschreibung,E3.ePLM Description,E3.ePLM 表記,Descrição E3.ePLM,E3.ePLM Описание,Descripción E3.ePLM,E3.ePLM Açıklama,E3.ePLM Opis
5102,255,,0,0,-1,0,0,0,E3.ePLM_Function,0,0,0,E3.ePLM 功能,E3.ePLM functie,E3.ePLM Function,Fonction E3.ePLM,E3.ePLM Funktion,E3.ePLM Function,E3.ePLM機能,Função E3.ePLM,E3.ePLM Функция,Función E3.ePLM,E3.ePLM Fonksiyon,E3.ePLM Funkcja
5200,255,,0,0,0,0,0,0,widgenVariantOption,0,0,0,E3.WiDGen 选项,E3.WiDGen optie,E3.WiDGen Option,Option E3.WiDGen,E3.WiDGen Option,E3.WiDGen - Option,E3.WiDGen オプション,Opção E3.WiDGen,E3.WiDGen Опция,Opción E3.WiDGen,E3.WiDGen Ayarlar,E3.WiDGen Opcja
5201,255,,0,0,0,0,0,0,widgenPindescription,0,0,0,E3.WiDGen 针脚功能,E3.WiDGen pin functie,E3.WiDGen Pinfunction,FonctionBroche E3.WiDGen,E3.WiDGen Pinfunktion,E3.WiDGen - Pinfunction,E3.WiDGen 論理ピン,Função do Pin E3.WiDGen,E3.WiDGen ФункцияВывода,Función de pun E3.WiDGen,E3.WiDGen Pinfonksiyon,E3.WiDGen FunkcjaPinu
87,0,,0,0,0,0,0,0,Attr4ViewSymbol,0,0,0,视图符号的使用属性,Attribuut gebruikt door weergave symbool,Attribute for use from View Symbol,Attribut pour utilisation par symbole de vue,Attribute das vom Ansichts Symbol benutzt wird,Attributo dal simbolo di vista,ビューシンボルからの使用属性,,Атрибут для использования из символа изображения,,Sembol Görünümünden kullanım niteliği,Atrybut z widoku symbolu
88,0,,0,0,0,0,0,0,Function,0,0,0,文字功能属性,Text functie attribuut,Text Function Attribute,Attribut de texte fonctionnel,Text Function Attribute,Testo attributo funzione,テキストファンクション属性,,Атрибут надписи функции,,Fonksiyon niteliğinin metni,
89,0,,0,0,0,0,0,0,ArticleType,0,0,0,物料类型,Artikel type,Article Type,Type d'article,Artikel Typ,Tipo articolo,型式,,Тип компонента,,Nesne Tipi ,
74,0,,0,0,0,0,0,0,PlcTopologyNet,0,0,0,PLC拓扑网络,PLC topologie netwerk,PLC Topology Network,Réseau topologique API,SPS Topologie Netzwerk,PLC - Rete topologica,PLC トポロジネットワーク,,ПЛК Сеть Топологии,,PLC Topology Bağlantısı,
75,0,,0,0,0,0,0,0,PlcTopology,0,0,0,PLC拓扑,PLC topologie,PLC Topology,Topologie API,SPS Topologie,PLC - Topologia,PLC トポロジ,,ПЛК Топология,,PLC Topology ,
76,0,,0,0,0,0,0,0,PlcNetType,0,0,0,PLC网络类型,PLC netwerk type,PLC Network Type,Type de réseau API,SPS Netzwerk Typ,PLC - Tipo rete,PLC ネットワークタイプ,,ПЛК Тип сети,,PLC Bağlantı Tipi,
77,0,,0,0,0,0,0,0,PlcPositionNumber,0,0,0,PLC位置编号,PLC positie nummer,PLC Position Number,Numéro de position API,SPS Positions Nummer,PLC - Numero di posizione,PLC 位置番号,,ПЛК Номер позиции,,PLC Yerleştirme Numarası,
