AttributeID,AttributeName,Color,DefaultValue,Direction,Format,Hidden,Level,MustExist,Owner,Owner2,PositionX,PositionY,Ratio,SingleInstance,Size,Typ,Visible,ASSIGNED_LIST,Usage_Description,UNIQUE_VALUE,DESCRIPTION_34,DESCRIPTION_86,DESCRIPTION_49,DESCRIPTION_44,DESCRIPTION_33,DESCRIPTION_39,DESCRIPTION_81,DESCRIPTION_31,DESCRIPTION_351,DESCRIPTION_07,DESCRIPTION_90,Flags2,DESCRIPTION_48
0,.STRUCTURE_TEMPLATE_FILE,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,True,25.0,4,0,,,,Archivo Plantilla de Estructura,结构模板文件,Vorlagendatei für Strukturierung,Structure template file,Fichier de modèles structure,File Template di Struttura,構成テンプレートファイル,structuur sjabloon map,Arquivo de padrão de estrutura,Файл шаблона структуры,Yapı şablon doayası,0,Plik szablonu struktury
0,.TOPOLOGY_SYMBOL,1,,1,VALUE,False,1,False,32,0,0.0,-40.0,1,True,25.0,4,0,,,,Símbolo de topología,Topology symbol（拓扑符号）,Topologie-Symbol,Topology symbol,Symbole de topologie,Simbolo topologico,トポロジシンボル,Topologie symbool,Topologia do Símbolo,Символ топологии,Topoloji sembolü,0,Symbol topologii
1,.VALID_COMPOSITE,0,,1,VALUE,False,1,False,96,0,0.0,-40.0,1,False,20.0,4,0,,,1,Pieza complementaria válida,有效匹配连接器,Gültiges Gegenstück,Valid mating connector,Contre-pièce valable,Controparte valida,有効な嵌合コネクタ,geldig tegenstuk,Contra-peça válida,Допустимая ответная часть,Geçerli Eş konnektör,0,Pasujące kontr-złącze
3,.VALID_CONNPART,0,,1,VALUE,False,1,False,96,0,0.0,-40.0,1,False,20.0,4,0,,,1,Pieza de cavidad válida,有效针脚端子,Gültiges Kammermaterial,Valid cavity part,Pièce de cavité valide,Parte di cavità valida,有効なキャビティパート,geldig cavity part,,Допустимое посадочное место,Geçerli boşluk parçası,0,Pasujące piny i uszczelki
0,.VARIANT_ID,1,,1,VALUE,False,1,False,0,8192,0.0,-40.0,1,True,25.0,4,1,,,,ID de variante,变量ID,ID der Variante,Variant ID,ID variante,ID variante,仕向けID,variant ID,ID da variante,Идентификатор (ID) варианта,Varyant ID,0,ID wariantu
0,.WIRETYPE_DEFAULT,1,,1,VALUE,False,1,False,12352,0,0.0,-40.0,1,False,25.0,4,0,,,1,Tipo de hilo por defecto,默认电线类型,Standarddrahttyp,Default Wire Type,Type de fil par défaut,Tipo filo di default,デフォルトワイヤタイプ,standaard draad type,Tipo de Fio Padrão,Default Wire Type,Varsayılan Tel Tipi,0,Domyślny typ przewodu
0,.XVL_PROJECT_NAME,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,True,25.0,4,0,,,,Nombre de proyecto XVL,XVL 项目名称,XVL Projektname,XVL ProjectName,Nom de projet XVL,XVL - ProjectName,XVLプロジェクト名,XVL projectnaam,,XVL ProjectName,XVL ProjeAdı,0,XVL NazwaProjektu
0,.XVL_STRUCTURE_CABINET,1,,1,VALUE,False,1,False,68224,0,0.0,-40.0,1,True,25.0,4,1,,,,Nombre de armario XVL,XVL 盘柜名称,XVL Schaltschrankstruktur,XVL CabinetName,Nom d'armoire XVL,XVL - CabinetName,XVLパネル構造,XVL schakelkastnaam,,XVL CabinetName,XVL PanoAdı,0,XVL NazwaSzafy
0,.XVL_STRUCTURE_MAIN,1,,1,VALUE,False,1,False,68224,0,0.0,-40.0,1,True,25.0,4,1,,,,Estructura principal XVL,XVL 主结构,XVL Hauptstruktur,XVL StructureMain,Structure principale XVL,XVL - StructureMain,XVLメイン構造,XVL hoofd structuur,,XVL StructureMain,XVL AnaYapı,0,XVL GłównaStruktura
0,.XVL_WIRING_ORDER_NUMBER,1,,1,VALUE,False,1,False,6,0,0.0,-40.0,1,True,25.0,1,0,,,,Número de secuencia de hijo XVL,XVL 配线编码,XVL Verdrahtngsreihenfolge,XVL WiringOrderNumber,Numéro de séquence de cablâge XVL,XVL - WiringOrderNumber,XVL配線順序,XVL draad volgorde nummer,,XVL WiringOrderNumber,XVL TelSiparişNo,0,XVL KolejnosćNumerowaniaPrzewodów
56,AdditionalPart,0,,1,VALUE,False,1,False,2238,4,0.0,-40.0,1,False,20.0,4,1,,"report PartsMain.vbs,PartsSheet_complete.vbs",,Pieza adicional,附件,Zusatzteil 20,Additional Part,Pièce supplémentaire,Parte addizionale,追加部品,bijvoegsel,Peça Adicional,Дополнительная часть,Ek Bölüm,0,Dodatkowy element (BOM)
58,AddLength,0,,1,VALUE,False,1,False,336,0,0.0,-40.0,1,True,20.0,3,1,,,,Longitud restante (mm),剩余长度 (mm),Restlänge (mm),Rest Length (mm),Longueur résiduelle (mm),Lunghezza residua (mm),余剰長さ(mm),restlengte (mm),Comprimento Restante (mm),Длина остатка (мм),Kalan Uzunluk (mm),0,Dodatkowa długość (mm)
0,Approval,0,,1,VALUE,False,1,False,162,0,0.0,-40.0,1,True,25.0,4,1,,,1,Aprobación,批准,Zulassung,Approval,Approbation,Approvazione,承認,toestemming,Aprovação,Апробация,Onaylama,0,Zatwierdził
0,ArticleType,0,,1,VALUE,False,1,False,199330,16,0.0,-40.0,1,True,25.0,4,1,,,1,Tipo de artículo,型式,Artikel Typ,Article Type,Type d'article,Tipo articolo,型式,Artikeltype,,Тип по каталогу,Ürün Tipi,0,Typ artykułu
0,AttachedDocument,0,,1,VALUE,False,1,False,843204771,0,0.0,-40.0,1,False,25.0,4,1,,Component Attributes,1,Hoja de datos,数据手册,Datenblatt,Data sheet,Fiche de données,Scheda tecnica,データシート,datablad,Folha de Dados,Данные листа,Veri sayfası,0,Arkusz danych
0,Attr4UseFromACPT,0,,1,VALUE,False,1,False,2208,0,0.0,-40.0,1,True,25.0,4,1,,,1,Atributo para usar desde borne pin activo,有效针脚端子的使用属性,Attribut das vom aktiven Anschlagteil benutzt wird,Attribute for use from active pin terminal,Attribut à utiliser par la pièce de fixation active,Attributo da usare dal terminale attivo,アクティブなピンターミナルからの使用属性,Attribuut voor gebruik van aktieve fitting,,Атрибут для использования из текущего наконечника,Aktif pin terminali için nitelik,0,Atrybut z aktywnego pinu złącza
0,Attribute_Dimension,0,,1,VALUE,False,1,False,0,16384,0.0,-40.0,1,True,25.0,4,1,,Example Attribute owner Dimension,1,Ejemplo: Propietario de atributo Propiedades de Cota,例子:属性宿主尺寸,Beispiel Attribut Träger Bemaßungseigenschaften,Example attribute owner Dimension,Exemple propriétaire d'attribut de cotation,Attributo d'esempio - proprietrio: quota,属性オーナー寸法の例,Voorbeeld attribuut drager dimensionering eigenschappen,,Пример атрибута носителя Размер,Örnek nitelik sahibi boyutu,0,Przykład właściciela atrybutu Wymiarowanie
0,Attribute_Graphic,0,,1,VALUE,False,1,False,0,32768,0.0,-40.0,1,True,25.0,4,1,,Example Attribute owner Graphic,1,"Ejemplo: Propietario de atributo Propiedades de Gráfico
Propiedades de Gráfico",例子:属性宿主图形,Beispiel Attribut Träger Grafikeigenschaften,Example attribute owner Graphic,Exemple propriétaire d'attribut de graphique,Attributo d'esempio - proprietrio: grafica,属性オーナー図形の例,Voorbeeld attribuut drager grafische eigenschappen,,Пример атрибута носителя Графика,Örnek nitelik sahibi grafiği,0,Przykład właściciela atrybutu Grafika
0,Attribute_Text,0,,1,VALUE,False,1,False,0,65536,0.0,-40.0,1,True,25.0,4,1,,Example Attribute owner Text,1,Ejemplo: Propietario de atributo Propiedades de Texto,例子:属性宿主文本,Beispiel Attribut Träger Texteigenschaften,Example attribute owner Text,Exemple propriétaire d'attribut de texte,Attributo d'esempio - proprietrio: testo,属性オーナーテキストの例,Voorbeeld attribuut drager teksteigenschappen,,Пример атрибута носителя Надпись,Örnek nitelik sahibi metini,0,Przykład właściciela atrybutu Tekst
0,BendRadius,0,,1,VALUE,False,1,False,393222,0,0.0,-40.0,1,True,25.0,4,1,,Component Attributes,1,Radio de curva,弯曲半径,Biegeradius,Bend radius,Rayon de courbure,Raggio di piegatura,屈曲半径,gebogen radius,Raio de dobra,Радиус изгиба,Eğil yarıçapı,0,Promień gięcia
0,BOMpos,0,,1,VALUE,False,1,False,2178,0,0.0,-40.0,1,True,25.0,1,1,,BillOfMaterial,,Posición de LdM,材料清单位置,Stücklistenposition,BOM Position,Position nomenclature,Posizione nella BOM,部品表位置,stuklijstpositie,Posição LdM,Позиция спецификации,BOM Pozisyonu,0,Pozycja BOM
0,BundleType,0,,1,VALUE,False,1,False,2097152,0,0.0,-40.0,1,True,25.0,4,1,,,,Tipo de bundle,线束类型,Bündeltyp,Bundle Type,Type de faisceau,Tipo fascio,バンドルタイプ,bundeltype,Tipo de Agrupamento,Тип изоляции жил,Paket Türü,0,Typ wiązki
0,Car_body,0,,1,VALUE,False,1,False,1966110,0,0.0,-40.0,1,True,25.0,4,1,,Leitungs-Konfigurator.exe,1,Car_body,Car_body,Karosserie,Car_body,Carrosserie ,Carrozzeria,カーボディ,carrosserie,Carroceria,Car_body,Araba_gövde,0,Karoseria
0,Car_code,0,,1,VALUE,False,1,False,1966110,0,0.0,-40.0,1,True,25.0,4,1,,Leitungs-Konfigurator.exe,1,Car_code,Car_code,Entwicklungsbezeichnung,Car_code,Code de conception,Codice sviluppo,カーコード,auto_code,Código_carro,Car_code,Araba_kod,0,Kod_pojazdu
0,ChangeDate,0,,1,VALUE,False,1,False,16384,1024,0.0,-40.0,1,True,25.0,4,1,,,1,Fecha de modificación,修改日期,Änderungsdatum,Modification date,Date de modification,Data di modifica,変更日付,modificatiedatum,Data de Alteração,Дата изменения,Tadilat tarihi,0,Data modyfikacji
0,ChangeHistory,0,,1,VALUE,False,1,False,33554432,1024,0.0,-40.0,1,False,25.0,4,1,,,,Historial de modificaciones,修改记录,Änderungshistorie,Modification history,Historique des modifications,Elenco modifiche,変更履歴,modificatiehistorie,Histórico de Alteração,История изменения,Tadilat tarih,0,Historia modyfikacji
0,ChangeReleased,0,,1,VALUE,False,1,False,16384,1024,0.0,-40.0,1,True,25.0,5,1,,,1,Modificación lanzada,修改释放,Änderung freigegeben,Modification released,Modifications autorisées,Rilascia modifica,変更リリース,modificatie vrijgegeven,Alteração - Lançamento,Версия изменения,Tadilat yayımlandı,0,Modyfikacja zwolniona
0,ChangeShortText,0,,1,VALUE,False,1,False,16384,1024,0.0,-40.0,1,True,25.0,4,1,,,1,Texto corto de modificación,修改简要文本,Änderungskurztext,Modification short text,Courte description des modifications,Sigla di modifica,変更ショートテキスト,modificatie - korte tekst,Alteração - Texto Curto,Заголовок изменения,Tadilat kısa metin,0,Krótki tekst modyfikacji
0,ChangeText,0,,1,VALUE,False,1,False,33570816,1024,0.0,-40.0,1,False,25.0,4,1,,,,Texto de modificación,修改文本,Änderungstext,Modification text,Description des modifications,"Modifica, descrizione",変更テキスト,modificatietekst,Alteração - Texto,Текст изменения,Tadilat metni,0,Tekst modyfikacji
0,ChangeUser,0,,1,VALUE,False,1,False,16384,1024,0.0,-40.0,1,True,25.0,4,1,,,1,Usuario de modificación,修改用户,Änderungsbearbeiter,Modification user,Modifications faites par,Modificato da,変更ユーザ,modificatiebewerker,Alteração - Usuário,Выполнил изменение,Tadilat kullanıcı,0,Użytkownik modyfikujący
0,ChangeVersion,0,,1,VALUE,False,1,False,16384,1024,0.0,-40.0,1,True,25.0,4,1,,,2,Índice de modificación,修改索引,Änderungskennzeichen,Modification index,Index des modifications,Indice di modifica,変更インデックス,modificatiebenaming,Alteração - Versão,Индекс изменения,Tadilat kütüğü,0,Indeks modyfikacji
,Class_castellano,0,,1,VALUE,False,1,False,809631776,16,0.0,-40.0,1,True,20.0,4,1,,DatabaseClass,1,Clase de Base de datos castellano,数据库类  西班牙语,Datenbankklasse spanisch,Database Class Spanish,Classe de base de données espagnole,Classe database spagnolo,データベースクラス(スペイン語),databankklasse Spaans,Classe do Banco de Dados em Espanhol,Класс в Базе Данных (исп.),Veritabanı klas İspanyolca,0,Klasa bazy danych hiszpański
,Class_chinese,0,,1,VALUE,False,1,False,809631776,16,0.0,-40.0,1,True,20.0,4,1,,DatabaseClass,,Clase de Base de datos china,数据库类  汉语,Datenbankklasse chinesisch,Database Class Chinese,Classe de base de données chinoise,Classe database cinese,データベースクラス(中国語),databankklasse Chinees,Classe do Banco de Dados em Chinês,Класс в Базе Данных (…...),Veritabanı klas Çince,0,Klasa bazy danych chiński
,Class_deutsch,0,,1,VALUE,False,1,False,809631776,16,0.0,-40.0,1,True,20.0,4,1,,DatabaseClass,1,Clase de Base de datos alemán,数据库类  德语,Datenbankklasse deutsch,Database Class German,Classe de base de données allemande,Classe database tedesco,データベースクラス(ドイツ語),databankklasse Duits,Classe do Banco de Dados em Alemão,Класс в Базе Данных (нем.),Veritabanı klas Almanca,0,Klasa bazy danych niemiecki
,Class_english,0,,1,VALUE,False,1,False,809631776,16,0.0,-40.0,1,True,20.0,4,1,,DatabaseClass,1,Clase de Base de datos inglés,数据库类  英语,Datenbankklasse englisch,Database Class English,Classe de base de données anglaise,Classe database inglese,データベースクラス(英語),databankklasse Engels,Classe do Banco de Dados em Inglês,Класс в Базе Данных (англ.),Veritabanı klas İngilizce,0,Klasa bazy danych angielski
,Class_francais,0,,1,VALUE,False,1,False,809631776,16,0.0,-40.0,1,True,20.0,4,1,,DatabaseClass,1,Clase de Base de datos francés,数据库类  法语,Datenbankklasse französisch,Database Class French,Classe de base de données française,Classe database francese,データベースクラス(フランス語,databankklasse Frans,Classe do Banco de Dados em Francês,Класс в Базе Данных (фр.),Veritabanı klas Fransızca,0,Klasa bazy danych francuski
,Class_italiano,0,,1,VALUE,False,1,False,809631776,16,0.0,-40.0,1,True,20.0,4,1,,DatabaseClass,,Clase de Base de datos italiana,数据库类  意大利语,Datenbankklasse italienisch,Database Class Italian,Classe de base de données italienne,Classe database italiano,データベースクラス(イタリア語）,databankklasse Italiaans,Classe do Banco de Dados em Italiano,Класс в Базе Данных (ит.), Veritabanı klas İtalyanca,0,Klasa bazy danych włoski
0,Class_japanese,0,,1,VALUE,False,1,False,809631776,16,0.0,-40.0,1,True,20.0,4,1,,DatabaseClass,,Clase de Base de datos japonés,数据库类  日语,Datenbankklasse japanisch,Database Class Japanese,Classe de base de données Japonaise,Classe database giapponese,データベースクラス(日本語),databankklasse Japans,Classe de Banco de Dados em Japonês,Класс в базе данных (япон.),Veritabanı klas Japonca,0,Klasa bazy danych japoński
,Class_nederlands,0,,1,VALUE,False,1,False,809631776,16,0.0,-40.0,1,True,20.0,4,1,,DatabaseClass,,Clase de Base de datos neerlandés,数据库类  荷兰语,Datenbankklasse niederländisch,Database Class Dutch,Classe de base de données hollandais,Classe database olandese,データベースクラス(オランダ語),databankklasse Nederlands,Classe do Banco de Dados em Holandês,Класс в Базе Данных (голл.),Veritabanı klas Flemenkçe,0,Klasa bazy danych holenderski
,Class_portugues,0,,1,VALUE,False,1,False,809631776,16,0.0,-40.0,1,True,20.0,4,1,,DatabaseClass,,Clase de Base de datos portugués,数据库类  葡萄牙语,Datenbankklasse portugiesisch,Database Class Portuguese,Classe de base de données portuguese,Classe database portoghese,データベースクラス(ポルトガル語),databankklasse Portugees,Classe do Banco de Dados em Português,Класс в Базе Данных (порт.),Veritabanı klas Portekizce,0,Klasa bazy danych portugalski
,Class_russian,0,,1,VALUE,False,1,False,809631776,16,0.0,-40.0,1,True,20.0,4,1,,DatabaseClass,,Clase de Base de datos rusa,数据库类  俄语,Datenbankklasse russisch,Database Class Russian,Classe de base de données russe,Classe database russo,データベースクラス(ロシア語),databankklasse Russisch,Classe do Banco de Dados em Russo,Класс в Базе Данных (рус.),Veritabanı klas Rusca,0,Klasa bazy danych rosyjski
,Class_turkce,0,,1,VALUE,False,1,False,809631776,16,0.0,-40.0,1,True,20.0,4,1,,DatabaseClass,,Clase de Base de datos turca,数据库类  土耳其语,Datenbankklasse türkisch,Database Class Turkish,Classe de base de données turque,Classe database turco,データベースクラス(トルコ語),databankklasse Turkisch,Classe do Banco de Dados em Turco,Класс в Базе Данных (турецк.),Veritabanı klas Türkçe,0,Klasa bazy danych turecki
0,cmNoComparison,0,,1,VALUE,False,1,False,851786727,22,0.0,-40.0,1,True,25.0,5,1,,,1,rmNingunaComparación,rmNoComparison,rmKeinVergleich,rmNoComparison,rmAucuneComparaison,rmNoComparison,cmNoComparison,rmGeenVergelijk,rmNenhumaComparação,rmNoComparison,rmKarşılaştırmaYok,0,rmBrakPorównania
0,CompClass_Characteristic,0,,1,VALUE,False,1,False,32,0,0.0,-40.0,1,True,25.0,4,1,,ComponentClassification,1,(Class) Característica,(Class) Characteristic（特性）,(Class) Charakteristik,(Class) Characteristic,(Class) Caractéristique,(Class) Rappresentazione,(Class) 特性,(Class) karakteristiek,(Classe) Característica,(Класс) Характеристика,(CC) Karekteristik,0,(Klasa) Charakterystyka
0,CompClass_ContactsA,0,,1,VALUE,False,1,False,32,0,0.0,-40.0,1,True,25.0,4,1,,ComponentClassification,1,(Class) Contactos auxiliares,(Class) Auxiliary Contacts（辅助触点）,(Class) Hilfskontakte,(Class) Auxiliary Contacts,(Class) Contacts auxiliaires,(Class) Contatti ausiliari,(Class) 補助コンタクト,(Class) hulpkontakt,(Classe) Contatos Auxiliares,(Класс) Контакты дополнительные,(CC) Yardımcı Kontak,0,(Klasa) Styki pomocnicze
0,CompClass_ContactsM,0,,1,VALUE,False,1,False,32,0,0.0,-40.0,1,True,25.0,4,1,,ComponentClassification,1,(Class) Contactos principales,(Class) Main Contacts（主触点）,(Class) Hauptkontakte,(Class) Main Contacts,(Class) Contacts principaux,(Class) Contatti di potenza,(Class) メインコンタクト,(Class) hoofdkontakt,(Classe) Contatos Principais,(Класс) Контакты главные,(CC) Ana Kontak,0,(Klasa) Główne styki
0,CompClass_CoreIdent,0,,1,VALUE,False,1,False,131104,0,0.0,-40.0,1,True,25.0,4,1,,ComponentClassification,1,(Class) Identificación de vena,(Class) Core Identification（芯线识别）,(Class) Aderkennzeichnung,(Class) Core Identification,(Class) Identification de brin,(Class) Sigla conduttore,(Class) コア識別,(Class) ader indentifikatie,(Classe) Identificação do contutor,(Класс) Идентификатор жилы,(CC) Damar  tanıma,0,(Klasa) Identykacja żył
0,CompClass_Current,0,,1,VALUE,False,1,False,32,0,0.0,-40.0,1,True,25.0,4,1,,ComponentClassification,1,(Class) Actual,(Class) Current（电流）,(Class) Strom,(Class) Current,(Class) Alimentation,(Class) Corrente,(Class) 電流,(Class) stroom,(Classe) Corrente,(Класс) Ток,(CC)  Akım,0,(Klasa) Prąd
0,CompClass_Diameter,0,,1,VALUE,False,1,False,131104,16,0.0,-40.0,1,True,25.0,4,1,,ComponentClassification,1,(Class) Diámetro,(Class) Diameter（直径）,(Class) Durchmesser,(Class) Diameter,(Class) Diamètre,(Class) Sezione,(Class) 直径,(Class) drawsdoorsnede,(Classe) Diametro,(Класс) Диаметр,(CC)  Çap,0,(Klasa) Średnica
0,CompClass_NumOfCores,0,,1,VALUE,False,1,False,131104,0,0.0,-40.0,1,True,25.0,4,1,,ComponentClassification,1,(Class) Número de venas,(Class) Number of cores（芯线数量）,(Class) Aderanzahl,(Class) Number of cores,(Class) Nombre de brins,(Class) Numero di conduttori,(Class) コア数,(Class) aantal ader,(Classe) Número de condutores,(Класс) Число жил,(CC)  Damar numarası,0,(Klasa) Ilość żył
0,CompClass_NumOfPoles,0,,1,VALUE,False,1,False,32,0,0.0,-40.0,1,True,25.0,4,1,,ComponentClassification,1,(Class) Número de polos,(Class) Number of poles（极点数量）,(Class) Polanzahl,(Class) Number of poles,(Class) Nombre de pôles,(Class) Numero di poli,(Class) 極数,(Class) aantal pools,(Classe) Número de Pólos,(Класс) Число контактов,(CC) Kutup numarası,0,(Klasa) Ilość biegunów
0,CompClass_RPM,0,,1,VALUE,False,1,False,32,0,0.0,-40.0,1,True,25.0,4,1,,ComponentClassification,1,(Class) rpm,(Class) rpm,(Class) Drehzahl,(Class) rpm,(Class) tr/min,(Class) Numero giri,(Class) RPM,(Class) toerental,(Classe) rpm,(Класс) об/мин,(CC)  rpm,0,(Klasa) Obr./min
0,CompClass_Shield,0,,1,VALUE,False,1,False,131104,0,0.0,-40.0,1,True,25.0,4,1,,ComponentClassification,1,(Class) Blindaje,(Class) Shield（屏蔽）,(Class) Schirm,(Class) Shield,(Class) Blindage,(Class) Schermo,(Class) シールド,(Class) scherm,(Classe) Blindagem,(Класс) Экран,(CC) Ekranlı,0,(Klasa) Ekran
0,CompClass_Ub,0,,1,VALUE,False,1,False,32,0,0.0,-40.0,1,True,25.0,4,1,,ComponentClassification,1,(Class) Voltaje Ub,(Class) Operating voltage（操作电压）,(Class) Betriebsspannung,(Class) Operating voltage,(Class) Tension Ub,(Class) Tensione di alimentazione,(Class) 電圧 Ub,(Class) werkspanning,(Classe) Tensão de Operação,(Класс) Напряжение Ub,(CC)  Volt,0,(Klasa) Napięcie robocze
0,ComponentGroup,0,,1,VALUE,False,1,False,2210,0,0.0,-40.0,1,False,25.0,4,1,,AdditionalPart,1,Grupo de componente,元件编组,Bauteilgruppe,Component Group,Groupe de composants,Gruppo componenti,コンポーネントグループ,toestel groep,Grupo de Compoentes,Группа изделий в БД,Bileşen Grubu,0,Grupa komponentu
0,ConfigSubtractDescription,0,,1,VALUE,False,1,False,-2147483648,0,0.0,-40.0,1,True,25.0,4,1,,Konfigurator,1,Descripción de configurador,配置描述,Beschreibung Konfigurator,Configurator description,Description configurateur,Descrizione configuratore,コンフィギュレータ表記,beschrijving van konfigurator,Descrição do configurador,Описание конфигуратора,Yapılandırıcı açıklaması,0,Opis konfiguratora
0,Copper,0,,1,VALUE,False,1,False,393222,0,0.0,-40.0,1,True,25.0,4,1,,,1,Número de cobre,铜号,Kupferzahl,Copper Number,Quantité de cuivre,Numero rame,銅番号,kopernummer,Número do Cobre,Площадь металлизации,Bakır Numarası,0,Numer miedzi
0,Country,0,,1,VALUE,False,1,False,1966110,0,0.0,-40.0,1,True,25.0,4,1,,Leitungs-Konfigurator.exe,1,Campo,国家,Land,Country,Pays,Paese,国,land,País,Страна,Vatan,0,Kraj
0,CSA,0,,1,VALUE,False,1,False,393222,0,0.0,-40.0,1,True,25.0,4,1,,Component Attributes,1,Permiso CSA,CSA许可,Zulassung CSA,Permission CSA,Admission CSA,Certificazione CSA,CSA認可,toestemming CSA,Permissão CSA,Допуск CSA,İzin verilen CSA,0,Pozwolenie CSA
0,Cut,0,,1,VALUE,False,1,False,128,0,0.0,-40.0,1,False,25.0,1,1,,,1,Corta,切割,Schnitt,Cut,Coupe,Taglio,カット,doorsnede,Corte,Отрезка,Kes,0,Cięcie
0,CuttingLength,0,,1,VALUE,False,1,False,393220,0,0.0,-40.0,1,True,25.0,4,1,,,1,Longitud de corta,切割长度,Schnittlänge,Cutting Length,Longueur de coupe,Lunghezza di taglio,カット長,doorsneelengte,Comprimento de Corte,Длина отрезки,Uzunluk Kesme,0,Długość cięcia
33,DB_User,0,,1,VALUE,False,1,False,809631776,16,0.0,-40.0,1,True,20.0,4,1,DB_User,Component Attributes,,Usuario de base de datos,数据库用户,Datenbankbearbeiter,Database User,Utilisateur de base de données,Utente database,データベースユーザ,databank gebruiker,Usuário do Banco de Dados,Пользователь Базы Данных,Veritabanı kullanıcısı,0,Użytkownik bazy danych
0,DemoFeature,0,,1,VALUE,False,1,False,845293731,1044,0.0,-40.0,1,True,25.0,4,1,,Component Attributes,1,New Feature,New Feature,Demo Besonderheit,New Feature,New Feature,New Feature,New Feature,New Feature,New Feature,New Feature,New Feature,0,Nowa funkcja
,Description_castellano,0,,1,VALUE,False,1,False,809631776,16,0.0,-40.0,1,True,20.0,4,1,,"report PartsMain.vbs,PartsSheet_complete.vbs",,Descripción de Base de datos castellano,数据库描述  西班牙语,Datenbankbeschreibung spanisch,Database Description Spanish,Description de base de données espagnole,Descrizione database spagnolo,データベース表記(スペイン語),databankbeschrijving Spaans,Descrição do Banco de Dados em Espanhol,Описание в Базе Данных (исп.),Veritabanı Açıklama İspanyolca ,0,Opis bazy danych hiszpański
,Description_chinese,0,,1,VALUE,False,1,False,809631776,16,0.0,-40.0,1,True,20.0,4,1,,"report PartsMain.vbs,PartsSheet_complete.vbs",,Descripción de Base de datos china,数据库描述  汉语,Datenbankbeschreibung chinesisch,Database Description Chinese,Description de base de données chinoise,Descrizione database cinese,データベース表記(中国語),databankbeschrijving Chinees,Descrição do Banco de Dados em Chinês,Описание в Базе Данных (…....),Veritabanı Açıklama Çince,0,Opis bazy danych chiński
,Description_deutsch,0,,1,VALUE,False,1,False,809631776,16,0.0,-40.0,1,True,20.0,4,1,,"report PartsMain.vbs,PartsSheet_complete.vbs",1,Descripción de Base de datos alemán,数据库描述  德语,Datenbankbeschreibung deutsch,Database Description German,Description de base de données allemande,Descrizione database tedesco,データベース表記(ドイツ語),databankbeschrijving Duits,Descrição do Banco de Dados em Alemão,Описание в Базе Данных (нем.),Veritabanı Açıklama Almanca,0,Opis bazy danych niemiecki
,Description_english,0,,1,VALUE,False,1,False,809631776,16,0.0,-40.0,1,True,20.0,4,1,,"report PartsMain.vbs,PartsSheet_complete.vbs",1,Descripción de Base de datos inglés,数据库描述  英语,Datenbankbeschreibung englisch,Database Description English,Description de base de données anglaise,Descrizione database inglese,データベース表記(英語),databankbeschrijving Engels,Descrição do Banco de Dados em Inglês,Описание в Базе Данных (англ.),Veritabanı Açıklama İngilizce,0,Opis bazy danych angielski
,Description_francais,0,,1,VALUE,False,1,False,809631776,16,0.0,-40.0,1,True,20.0,4,1,,"report PartsMain.vbs,PartsSheet_complete.vbs",1,Descripción de Base de datos francés,数据库描述  法语,Datenbankbeschreibung französisch,Database Description French,Description de base de données française,Descrizione database francese,データベース表記(フランス語),databankbeschrijving Frans,Descrição do Banco de Dados em Francês,Описание в Базе Данных (фр.),Veritabanı Açıklama Fransızca,0,Opis bazy danych francuski
,Description_italiano,0,,1,VALUE,False,1,False,809631776,16,0.0,-40.0,1,True,20.0,4,1,,"report PartsMain.vbs,PartsSheet_complete.vbs",,Descripción de Base de datos italiano,数据库描述  意大利语,Datenbankbeschreibung italienisch,Database Description Italian,Description de base de données italienne,Descrizione database italiano,データベース表記(イタリア語),databankbeschrijving Italiaans,Descrição do Banco de Dados em Italiano,Описание в Базе Данных (ит.),Veritabanı Açıklama İtalyanca,0,Opis bazy danych włoski
0,Description_japanese,0,,1,VALUE,False,1,False,809631776,16,0.0,-40.0,1,True,20.0,4,1,,"report PartsMain.vbs,PartsSheet_complete.vbs",,Descripción de Base de datos japonés,数据库描述 日语,Datenbankbeschreibung japanisch,Database Description Japanese,Description de base de données Japonaise,Descrizione database giapponese,データベース表記(日本語),databankbeschrijving Japans,Descrição de Banco de Dados em Japonês,Описание в Базе Данных (япон.),Veritabanı Açıklama Japonca,0,Opis bazy danych japoński
,Description_nederlands,0,,1,VALUE,False,1,False,809631776,16,0.0,-40.0,1,True,20.0,4,1,,"report PartsMain.vbs,PartsSheet_complete.vbs",,Descripción de Base de datos neerlandés,数据库描述  荷兰语,Datenbankbeschreibung niederländisch,Database Description Dutch,Description de base de données hollandais,Descrizione database olandese,データベース表記(オランダ語),databankbeschrijving Nederlands,Descrição do Banco de Dados em Holandês,Описание в Базе Данных (голл.),Veritabanı Açıklama Flemankçe,0,Opis bazy danych holenderski
,Description_portugues,0,,1,VALUE,False,1,False,809631776,16,0.0,-40.0,1,True,20.0,4,1,,"report PartsMain.vbs,PartsSheet_complete.vbs",,Descripción de Base de datos portugués,数据库描述  葡萄牙语,Datenbankbeschreibung portugiesisch,Database Description Portuguese,Description de base de données portuguese,Descrizione database portoghese,データベース表記(ポルトガル語),databankbeschrijving Portugees,Descrição do Banco de Dados em Português,Описание в Базе Данных (порт.),Veritabanı Açıklama Portekizce,0,Opis bazy danych portugalski
