AttributeID,AttributeName,Color,DefaultValue,Direction,Format,Hidden,Level,MustExist,Owner,Owner2,PositionX,PositionY,Ratio,SingleInstance,Size,Typ,Visible,ASSIGNED_LIST,Usage_Description,UNIQUE_VALUE,DESCRIPTION_34,DESCRIPTION_86,DESCRIPTION_49,DESCRIPTION_44,DESCRIPTION_33,DESCRIPTION_39,DESCRIPTION_81,DESCRIPTION_31,DESCRIPTION_351,DESCRIPTION_07,DESCRIPTION_90,Flags2,DESCRIPTION_48
0,.ECHECK_MINIMUM_CURRENT,1,,1,VALUE,False,1,False,0,2048,0.0,-40.0,1,True,25.0,2,1,,,,Corriente mínima [A],最小電流 [A],Minimalstrom [A],Minimum current [A],Courant minimal [A],Corrente minima [A],最小電流 [A],Minimale stroom [A],Corrente mínima [A],Минимальный ток [А],Minimum akım [A],0,Minimalny prąd [A]
0,.ECHECK_MINIMUM_VOLTAGE,1,,1,VALUE,False,1,False,0,2048,0.0,-40.0,1,True,25.0,2,1,,,,Voltaje mínimo [V],最小電圧 [V],Minimalspannung [V],Minimum voltage [V],Tension minimal [V],Tensione minima [V],最小電圧 [V],Minimale spanning [V],Tensão mínima [V],Минимальное напряжениеe [В],Minimum volt [V],0,Miminalne napięcie [V]
0,.ECHECK_NOMINAL_CURRENT,1,,1,VALUE,False,1,False,0,2048,0.0,-40.0,1,True,25.0,2,1,,,,Corriente nominal [A],公称電流 [A],Nennstrom [A],Nominal current [A],Courant nominal [A],Corrente nominale [A],公称電流 [A],Nominale stroom [A],Corrente nominal [A],Номинальный ток [А],Nominal akım [A],0,Nominalny prąd [A]
0,.ECHECK_NOMINAL_VOLTAGE,1,,1,VALUE,False,1,False,0,2048,0.0,-40.0,1,True,25.0,2,1,,,,Voltaje nominal [V],公称電圧 [V],Nennspannung [V],Nominal voltage [V],Tension nominale [V],Tensione nominale [V],公称電圧 [V],Nominale spanning [V],Tensão nominal [V],Номинальное напряжение [В],Nominal volt [V],0,Nominalne napięcie [V]
0,.ECHECK_POWER,1,,1,VALUE,False,1,False,0,2048,0.0,-40.0,1,True,25.0,2,1,,,,Potencia [Watt],電力 [Watt],Leistung [Watt],Power [Watt],Puissance [Watt],Potenza [Watt],電力 [Watt],Vermogen [Watt],Potência [W],Мощность [Вт],Güç [Watt],0,Moc [W]
0,.ECHECK_RATING,1,,1,VALUE,False,1,False,0,2048,0.0,-40.0,1,True,25.0,2,1,,,,Índice (corriente max. fusible),额定值(保险丝最大电流),Nennwert (Maximalstrom Sicherung),Rating (max. current fuse),Valeur nominale (courant max. fusible),Taratura (corrente massima del fusibile),定格 (最大電流フューズ),Nominale (maximale stroom zekering),Classificação (corrente máx. fusível),Номинал предохранителя (макс. ток),Değerlendirme (max. sigorta akımı),0,Obciązalność (max. prąd bezpiecznika)
0,.ECHECK_RESISTANCE,1,,1,#.##### Ω,False,1,False,0,2048,0.0,-40.0,1,True,25.0,2,1,,,,Resistencia [Ohm],抵抗 [Ohm],Widerstand [Ohm],Resistance [Ohm],Résistance [Ohm],Resistenza [Ohm],抵抗 [Ohm],Weerstand [Ohm],Resistência [Ohm],Сопротивление [Ом],Direnç [Ohm],0,Rezystancja [Ohm]
0,.ECHECK_SPECIFIC_RESISTANCE,1,,1,#.###### Ω mm² / m,False,1,False,17039364,0,0.0,-40.0,1,True,25.0,2,1,,,,Resistencia específica [Ohm x mm²/m],比抵抗 [Ohm x mm²/m],Spezifischer Widerstand [Ohm x mm²/m],Specific resistance [Ohm x mm²/m],Résistance spécifique [Ohm x mm²/m],Resistenza specifica [Ohm x mm²/m],比抵抗 [Ohm x mm²/m],Specifieke weerstand [Ohm-mm ² / m],Resistência específica [Ohm x mm²/m],Удельное сопротивление [Ом x мм2/м],Özgül direnç [Ohm x mm²/m],0,Oporność [Ohm x mm²/m]
0,.ECHECK_TEST,1,,1,VALUE,False,1,False,16777221,0,0.0,-40.0,1,True,25.0,5,1,,,,Verificación pasada,检测通过,Prüfung bestanden,Check passed,Contrôle réussi,Verifica superata,パスした検証,Test doorstaan,Verificação efetuada,Проверка завершена,Geçmişi kontrol et,0,Poprawne wartości
0,.ECHECK_VOLTAGE_DROP,1,,1,VALUE,False,1,False,16777220,2048,0.0,-40.0,1,True,25.0,2,1,,,,Caída de voltaje (Diodo) [V],电压降 (二极管) [V],Spannungsabfall (Diode) [V],Voltage drop (Diode) [V],Chute de tension (diode) [V],Caduta di tensione (Diodo) [V],電圧降下(ダイオード) [V],Spanningsverlies (diode) [V],Queda de tensão (diodo) [V],Падение напряжения (Диод) [В],Gerilim düşümü (Diyot) [V],0,Spadek napięcia (Dioda) [V]
0,.ECHECK_WEIGHT,1,,1,VALUE,False,1,False,17039364,0,0.0,-40.0,1,True,25.0,2,1,,,,Peso de hilo [kg/km],单位线重[kg/km],Drahtgewicht [kg/km],Wire weight [kg/km],Poids de fil [kg/km],Peso filo [kg/km]:,ワイヤ重量 [kg/km],Draad Gewicht [kg / km],Peso do fio [kg/km],Погонная масса провода [кг/км],Tel ağırlığı [kg/km],0,Waga przewodu [kg/km]
0,.ENTRY_CABLEDUCT_FOR_AUTOCONNECT,1,,1,VALUE,False,1,False,5376,0,0.0,-40.0,1,True,25.0,4,0,,,,Entrada de conducto de manguera para autoconectar,自动连接用线槽输入,Kabelkanaleintrag für automatisches Verbinden,Cable duct entry for autoconnect,Entrée de caniveau de câbles pour la connexion automatique,Sigla canalina per connessioni automatiche,自動接続用にエントリしているケーブルダクト,cable duct entry for autoconnect,Canaleta para autoconexão,Вход короба для трассировки,Kablo kanalı girdisi otomatik bağlantı için,0,Wejście korytka kablowego dla automatycznego połączenia
0,.ENTRY_PORT,1,,1,VALUE,False,1,False,64,0,0.0,-40.0,1,True,25.0,4,0,,,,Entrada de puerto de borne,端子输入端,Klemmstelleneintrag,Terminal port entry,Entrée point de raccordement,Sigla porta morsettiere,エントリしているターミナルポート,terminal port entry, Dados da porta do Borne,Вход порта клеммы,Terminal port girdisi,0,Wejście portu złączki
,.EXTERN,0,,1,VALUE,False,1,False,2101336,0,0.0,-40.0,1,True,20.0,4,1,,,,Conexión externa,外部连接,Externe Verbindung,External connection,Connexion externe,Connessione esterna,外部接続,externe verbinding,Conexão externa,Внешнее соединение,Dış bağlantı,0,Zewnętrzne połączenie
0,.FILEINFO_CATEGORY,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,True,25.0,4,0,,,,Categoría de información de archivo,文件信息类别,Datei-Information Kategorie,File information category,Info de fichier Catégorie,Proprietà file: Categoria,ファイル情報(カテゴリ),bestandsinformatie Categorie,Informação de arquivo - Categoria,Категория информационного файла,Dosya bilgi kategorisi,0,Kategoria pliku informacji
0,.FILEINFO_COMMENTS,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,True,25.0,4,0,,,,Comentario de información de archivo,文件信息注释,Datei-Information Kommentare,File information comments,Info de fichier Commentaire,Proprietà file: Commenti,ファイル情報(注釈),bestandsinformatie Kommentaar,Informação de arquivo - Comentário,Комментарий информационного файла,Dosya bilgisi yorum,0,Komentarze pliku informacji
0,.FILEINFO_KEYWORDS,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,True,25.0,4,0,,,,Palabras clave de información de archivo,文件信息关键词,Datei-Information Stichwörter,File information keywords,Info de fichier Mots clé,Proprietà file: Parole chiave,ファイル情報(キーワード),bestandsinformatie Trefwoord,Informação de arquivo - Palavras-chave,Ключевые слова информационного файла,Dosya bilgisi anahtar kelimeler,0,Słowo kluczowe pliku informacji
0,.FILEINFO_SUBJECT,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,True,25.0,4,0,,,,Tema de información de archivo,文件信息主题,Datei-Information Thema,File information subject,Info de fichier Sujet,Proprietà file: Oggetto,ファイル情報(主題),bestandsinformatie Thema,Informação de arquivo - Assunto,Предмет информационного файла,Dosya bilgisi konu,0,Temat pliku informacji
0,.FILEINFO_TITLE,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,True,25.0,4,0,,,,Título de información de archivo,文件信息标题,Datei-Information Titel,File information title,Info de fichier Titre,Proprietà file: Titolo,ファイル情報(タイトル),bestandsinformatie Titel,Informação de arquivo - Título,Заголовок информационного файла,Dosya bilgisi başlık,0,Tytuł pliku informacji
0,.FORMBOARD_VIEW_NUMBER,1,,1,VALUE,False,1,False,33554432,0,0.0,-40.0,1,True,25.0,1,0,,,1,Número de vista Formboard,模板视图编号,Formboardansichtennummer,Formboard view number,Numéro de vue Formboard,Numero vista Formboard,フォームボードビュー番号,formboard nummer,Número de vista Formboard,Номер изображения для чертежа жгута,Kablaj tahtası görüntüleme numarası,0,Numer widoku formboard
0,.FUNIT_SYMBOL,1,,1,VALUE,False,1,False,0,2048,0.0,-40.0,1,True,25.0,4,0,,,,Símbolo de unidad funcional,Functional unit symbol（功能单元符号）,Symbol für Funktionseinheit,Functional unit symbol,Symbole d'unité fonctionnelle,Simbolo unità funzionale,ファンクショナルユニットシンボル,Functional unit symbool,Símbolo da unidade funciona,Символ объекта функциональной схемы,Fonksiyonel birim sembolü,0,Symbol jednostki funkcjonalnej
0,.HISTORY_DBVERS,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,False,25.0,4,0,,,1,Historial versión de base de datos,历史数据版本,Historie - Datenbankversion,History - database version,Historique versions de BdD,"Storico, versione database",履歴 - データベースバージョン,tijdstip databank versie,Histórico de versão de banco de dados,БД версий,Geçmiş MU  veritabanı versiyonu,0,Historia - wersja bazy danych
0,.HISTORY_LICENSE,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,False,25.0,4,0,,,1,Historial de licencia,历史许可,Historie - Lizenz,History - licence,Historique licences,"Storico, licenza",ライセンス履歴,tijdstip licentie,Histórico de licença,История лицензий,Tarih lisans,0,Historia - licencja
0,.HISTORY_MU_DBVERS,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,False,25.0,4,0,,,1,Historia de versiones de base de datos multi-usuario,历史 - MU 数据库版本,Historie - MU Datenbankversion,History - MU database version,Historique Version BdD MU,History - Versione database MU,履歴 - MUデータベースバージョン,Geschiedenis MU databaseversie,,Версия БД из файла Истории,MU tarih veritabanı versiyonu,0,Historia -wersja bazy danych MU
0,.HISTORY_MU_PRJGUID,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,False,25.0,4,0,,,1,Historia - Guia proyecto MU,历史 - MU 项目 GUID,Historie - MU Projekt GUID,History - MU project GUID,Historique - GUID du projet MU,History - GUID progetto MU,履歴 - MUプロジェクトGUID,Historie - MU project GUID,,История - MU проект GUID,Geçmiş - MU proje GUID,0,Historia - projekt MU GUID
0,.HISTORY_NLF,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,False,25.0,4,0,,,1,Historia - NLF,历史 - NLF,Historie - NLF,History - NLF,Historique - NLF,History - NLF,履歴 - NLF,Historie - NLF,,История - NLF,Geçmiş - NLF,0,Historia - NLF
0,.HISTORY_NO_LICENSE_FOUND,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,False,25.0,4,0,,,1,Historia - ninguna licencia encontrada,历史-找不到授权,Historie - keine Lizenz gefunden,History - no licence found,Historique - aucune licence n'a pu être trouvée,Storia - nessuna licenza trovata,履歴 - ライセンスが見つかりません,Historie - geen licentie gevonden,História - nenhuma licença encontrada,История - лицензия не найдена,Geçmiş - Lisans bulunamadı,0,Historia - nie odnaleziono licencji
0,.HISTORY_PRJGUID,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,False,25.0,4,0,,,1,Historia - Guia proyecto,历史 - 项目 GUID,Historie - Projekt GUID,History - project GUID,Historique - GUID du project,History - GUID progetto,履歴 - プロジェクトGUID,Historie - project GUID,,История - GUID проекта,Geçmiş - proje GUID,0,Historia - projekt GUID
0,.HISTORY_PROJECT_FIXED,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,False,25.0,4,0,,,1,Historia - Proyecto fijo,历史 - 项目确认,Historie - Projekt fixiert,History - project fixed,Historique- projet fixé,History - Progetto riparato,履歴 - プロジェクト確定,Historie - projekt gefixed,,История - проект фиксирован,Geçmiş - Proje sabit,0,Historia - projekt naprawiony
0,.HISTORY_PURGEVARIANTS,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,False,25.0,4,0,,,1,Historia - Purgar variantes,历史 - 清除变量,Historie - Varianten löschen,History - purge variants,Historique - purger variantes,History - Elimina Varianti,履歴 - 仕向け消去,Historie - varianten verwijderen,,История - удалить варианты,Geçmiş - Varyantları temizle,0,Historia - usuń warianty
0,.HISTORY_SUBCIRCUIT_IMPORT,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,False,25.0,4,0,,,1,Historia - importar subcircuito,历史 - 导入子电路,Historie - Teilschaltung Import,History - subcircuit import,Historique - importation sous-circuit,History - Importazione sottocircuito,履歴 - サブ回路のインポート,Historie - deel schakeling,,История - импорт фрагмента схемы,Geçmiş - Altdevre alma,0,Historia - import części schematu
0,.HISTORY_SUBCIRCUIT_UPDATE,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,False,25.0,4,0,,,1,Historia - actualizar subcircuito,历史 - 更新子电路,Historie - Teilschaltung Update,History - subcircuit update,Historique - actualisation sous-circuit,History - Aggiornamento sottocircuito,履歴 - サブ回路の更新,Historie - update deel schakeling,,История - обновление фрагмента схемы,Geçmiş - Altdevre güncelleme,0,Historia - zauktualizuj część schematu
0,.HISTORY_TSFETCH,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,False,25.0,4,0,,,1,Historial fecha de lectura de DF,DF读出记录,Historie - Zeitpunkt DF lesen,History - date of reading design file,Historique date de lecture DF,"Storico, Data lettura DF",DF読込みの履歴日付,tijdstip van DF import,Histórico de data de leitura DF,Даты чтения DF,Tarih DF okunma tarihi,0,Historia - data odczytu pliku projektu
0,.HISTORY_TSGENERATE,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,False,25.0,4,0,,,1,Historial fecha de escritura de DF,DF写入记录,Historie - Zeitpunkt DF schreiben,History - date of writing design file,Historique date d'écriture DF,"Storico, Data scrittura DF",DF書込みの履歴日付,tijdstip van DF export,Histórico de data de escrita DF,Даты записи DF,Tarih DF yazma tarihi,0,Historia - data zapisu pliku projektu
0,.HISTORY_TSIMPORT,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,False,25.0,4,0,,,1,Historial fecha de importación,导入记录,Historie - Zeitpunkt importieren,History - date of importing,Historique date d'importation,"Storico, Data di importazione",インポートの履歴日付,tijdstip van import,Histórico de data de importação,Даты импорта,Tarih alma tarihi,0,Historia - data importu
0,.HISTORY_TSMUCREATE,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,False,25.0,4,0,,,1,Historial fecha de creación de MU,MU创建记录,Historie - Zeitpunkt MU erzeugen,History - date of creating MU,Historique date de création MU,"Storico, Data creazione MU",MU作成の履歴日付,tijdstip van nieuw MU,Histórico de data de criação MU,Дата создания многопользовательского режима,Tarih MU oluşturulma tarihi,0,Historia - data stworzenia MU
0,.HISTORY_TSMUSAVE,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,False,25.0,4,0,,,1,Historial fecha de guardado de MU,MU保存记录,Historie - Zeitpunkt MU speichern,History - date of saving MU,Historique date d'enregistrement MU,"Storico, Data salvataggio MU",MU保存の履歴日付,tijdstip van MU opslag,Histórico de data em que foi salvo MU,Дата сохранения многопользовательского режима,Tarih MU kayıt tarihi,0,Historia - data zapisu MU
0,.HISTORY_TSMUSHEETS,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,False,25.0,4,0,,,1,Historia de instante de guardar multi-usuario como solo-usuario,历史 - MU项目保存为单人用户项目时间,Historie - Zeitpunkt MU speichern als Single-user,	Hiostry - date of saving MU as single-user,Date d'historique  d'enregistrement MU comme mono-utilisateur,History - data salvataggio MU come single-user,履歴 - シングルユーザとしてのMU保存日時,Historie datum  opslaan MU als single-user,,Дата сохранения MU в однопользовательский проект из файла Истории,MU geçmiş tarihini tek kullanıcı olarak sakla,0,History - data zapisu MU dla pojedynczego użytkownika
0,.HISTORY_TSREPAIR,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,False,25.0,4,0,,,1,Historial fecha de reparación,修复记录,Historie - Zeitpunkt reparieren,History - date of repairing,Historique date de réparation,"Storico, Data riparazione",修復の履歴日付,tijdstip van reparatie,Histórico de data de reparo,Даты восстановления,Tarih tamir tarihi,0,Historia - data naprawy
0,.HISTORY_TSSAVE,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,False,25.0,4,0,,,1,Historial fecha de guardado,保存记录,Historie - Zeitpunkt speichern,History - date of saving,Historique date d'enregistrement,"Storico, Data salvataggio",保存の履歴日付,tijdstip van opslag,Histórico de data em que foi salvo,Даты сохранения,Tarih kayıt tarihi,0,Historia - data zapisu
0,.HYPERLINK,1,,1,VALUE,False,1,False,-1837146113,1020,0.0,-40.0,1,False,25.0,4,1,,,1,Hipervínculo,超链接,Hyperlink,Hyperlink,Lien hypertexte,Hyperlink,ハイパーリンク,hyperlink,Hyperlink,Гиперссылка,Köprü,0,Hyperlink
,.INTERN,0,,1,VALUE,False,1,False,2101336,0,0.0,-40.0,1,True,20.0,4,1,,,,Conexión interna,内部连接,Interne Verbindung,Internal connection,Connexion interne,Connessione interna,内部接続,interne verbinding,Conexão interna,Внутреннее соединение,İç bağlantı,0,Wewnętrzne połączenie
0,.INTERNAL_SYMDES,1,,1,VALUE,False,1,False,67108864,0,0.0,-40.0,1,True,25.0,4,0,,,,Designación de símbolo interna,内部符号代号,Interne Symbolbezeichnung,Internal Symbol designation,Désignation interne de symbole,Designazione interna simbolo,内部シンボル識別名,interne symboolbenaming,Designação interna de Símbolo,Внутреннее обозначение символа,İç Sembol atama,0,Wewnętrzne oznaczenie symbolu
0,.IS_FORMBOARD_SYMBOL,1,,1,VALUE,False,1,False,4194304,0,0.0,-40.0,1,True,25.0,1,0,,,1,Utilizable como símbolo de placa de producción,作为模板符号使用,als Formboardsymbol verwendbar,Used for formboard symbol,Utilisable en tant que symbole Formboard,utilizzabile come simbolo Formboard,フォームボードシンボルとして使用可能,bruikbaar voor formboard symbool,utilizável como símbolo formboard,применяется как символ жгута,Kablaj tahtası sembolü olarak kullanılabilir,0,Używany jako symbol formboard
5,.ISOLATE,0,,1,VALUE,False,1,False,1056752,0,0.0,-40.0,1,True,20.0,4,1,,,,Aislamiento,绝缘,Abisolierung,Insulation,Isolation,Spelatura,絶縁体,isolatie,Isolamento,Изоляция,İzolasyon,0,Izolacja
29,.LENGTH,0,,1,DEFAULT,False,1,False,16809984,0,0.0,-40.0,1,True,20.0,3,1,,,,Longitud segmento de red,网络段长度,Netzsegmentlänge,Net segment length,Longueur net,Lunghezza segmento di rete,ネットセグメント長,netsegmentlengte,Comprimento do segmento de rede,Длина участка цепи,Net parça uzunluğu,0,Długość segmentu sieci
48,.MasterOf,0,,0,,False,0,False,0,,0.0,0.0,0,False,0.0,4,0,,,,Master of,主,Master von,Master of,Maître de,Master di,マスター,master van,Mestre de,Мастер,Usta,,Główny
0,.MU_PROJPERM,1,,1,VALUE,False,1,False,16384,0,0.0,-40.0,1,False,25.0,4,0,,,1,Permiso de usuario múltiple,Multi-user permission（多用户权限）,Multi-user-Berechtigung,Multi-user permission,Autorisation multi-utilisateur,Permesso multi-utente,マルチユーザ権限,Multi-user permissie,Premissão de Multi-usuário,Права в в многопользовательском проекте,Çoklu-kullanıcı izni,0,Zezwolenia Multi-user
0,.NET_CLASS,1,,1,VALUE,False,1,False,8192,0,0.0,-40.0,1,True,25.0,4,0,,,,Clase de red,网络类,Netz Klasse,Net class,Classe de réseaux,Net class,ネットクラス,net klasse,Classe de rede,Категория цепи,Net klas,0,Klasa sieci
0,.NET_NUMBER,1,,1,VALUE,False,1,False,8393988,0,0.0,-40.0,1,True,25.0,4,1,,,,Número de red ,Net number（网络号码）,Netznummer,Net number,Numéro de réseau,Numero Net,ネット番号,net nummer,Número de Rede,Номер цепи,Net Numarası,0,Numer sieci
0,.NET_ROUTE_CODE,1,,1,VALUE,False,1,False,8192,0,0.0,-40.0,1,True,25.0,4,0,,,,Codigo de ruta de red,网络路径代码,Netz Weg Kennzahl,Net route code,Net route code,Codice route della Net,ネット配線コード,net route code,Código de roteamento de rede,Код цепи,Net rota kodu,0,Kod trasy sieci
0,.NET_SEGMENT_NAME,1,,1,VALUE,False,1,False,16777216,0,0.0,-40.0,1,True,25.0,4,1,,,,Nombre de segmento de red,Net segment name（网络线段名称）,Netzsegmentname,Net segment name,Nom du segment de réseau,Nome segmento rete,ネットセグメント名,Net segment naam,Nome do segmento de rede,Имя участка цепи,Net segment adı,0,Nazwa segmentu sieci
0,.NET_SPACING,1,,1,VALUE,False,1,False,8192,0,0.0,-40.0,1,True,25.0,4,0,,,,Distancias de red,网络间距,Netzabstände,Net spacing,Distances de réseaux,Distanza Net,ネット距離,net afstand,Distâncias de rede,Расстояние между цепями,Net mesafe,0,Odstępy sieci
0,.NUMBER_OF_WINDINGS_FOR_CORES,1,,1,VALUE,False,1,False,2097152,0,0.0,-40.0,1,True,25.0,1,0,,,,Número de devanados por metro,Number of windings per meter for cores(芯线单位长度线圈数量),Number of windSchlagzahl pro Meter für Aderings per meter for cores,Number of windings per meter for cores (conductors),Nombre de spires par mètre pour brins,Number of windings per meter for cores,コア1メートル当たり撚り数,Number of windings per meter for,Número de voltas por metro do condutor,Число витков на метр для жил,Damarlar için hıer metredeki büküm sayısı,0,Ilość skręceń na jeden metr żyły
0,.OFFSET_X,1,,1,VALUE,False,1,False,4194305,0,0.0,-40.0,1,True,25.0,3,0,,,1,Desplazamiento X,X偏移,Verschiebung X,X-offset,Décalage X,X Offset,Xオフセット,X offset,Offset X,Смещение по X,X Denkleştirme,0,X-offset
0,.OFFSET_Y,1,,1,VALUE,False,1,False,4194305,0,0.0,-40.0,1,True,25.0,3,0,,,1,Desplazamiento Y,Y偏移,Verschiebung Y,Y-offset,Décalage Y,Y Offset,Yオフセット,Y offset,Offset Y,Смещение по Y,Y Denkleştirme,0,Y-offset
0,.PADDRILL,1,,1,VALUE,False,1,False,4194304,0,0.0,-40.0,1,True,25.0,3,0,,,,Diámetro de perforación placa (PCB),焊孔直径(PCB),Bohrdurchmesser am Pad (PCB),Pad Drill diameter (PCB),Diamètre de perçage Oeillet,Diametro foratura pad (PCB),パッドドリル直径(PCB),boordiameter van het pad (PCB),Diâmetro da furação do Pad (PCB),Диаметр отверстия контактной площадки (PCB),Yatak delme çapı (PCB),0,Średnica otworu płytki (PCB)
0,.PIN_SYMBOL,1,,1,VALUE,False,1,False,320,0,0.0,-40.0,1,True,25.0,4,0,,,,Símbolo para conector de pin,连接器针脚符号,Symbol für Steckeranschlusspunkt,Symbol for Connector Pin,Symbole pour broche de connecteur,Simbolo per pin connettore,コネクタピン用シンボル,symbool voor connector pen,Símbolo para Pino de Conector,Символ вывода соединителя,Konnektör pini için sembol,0,Symbol dla pinu złącza
0,.PINVIEW_SYMBOL,1,,1,VALUE,False,1,False,64,0,0.0,-40.0,1,True,25.0,4,0,,,,Símbolo para vista del pin,针脚视图符号,Symbol für Anschlusspunkt-Ansicht,Symbol for pin view,Symbole pour vue de broche,Simbolo per vista pin,ピンビュー用シンボル,symbool voor pen aanzicht,Símbolo para vista de pino,Символ для изображения вывода,Pin görünümü için sembol,0,Symbol dla widoku pinu
85,.PLCADDR,1,,1,VALUE,False,1,False,4160,0,0.0,-40.0,1,True,25.0,4,0,,,,Dirección de inicio PLC,PLC 起始地址,SPS Startadresse,PLC starting address,Adresse de démarrage API,PLC indirizzo iniziale,PLC開始アドレス,PLC startadres,Endereço Inicial PLC,ПК (PLC) - Начальный адрес,PLC Başlatma adresi,0,Adres startu PLC
,.PLCPHYSADDR,0,,1,VALUE,False,70,False,4416,0,0.0,-40.0,1,True,20.0,4,1,,"script WireNumberMain.vbs,ExportPlcAssignment.vbs",4,Dirección físico PLC,PLC 物理地址,SPS physikalische Adresse,PLC Physical address,API - Adresse physique,PLC indirizzo fisico,PLC物理アドレス,PLC fysieksadres,Endereço Físico PLC,ПК (PLC) - Физический адрес,PLC Fiziksel adresi,0,Fizyczny adres PLC
79,.PREFERRED_VIEW,0,,1,DEFAULT,False,1,False,306184193,0,0.0,-40.0,1,True,25.0,1,1,,,,Número de vista por defecto,默认视图号,Standard Nummer der Ansicht,Default View Number,Numéro de vue par défaut,Numero vista di default,デフォルトビュー番号,standaard zichtnummer,Número Padrão da Vista,Номер изображения по умолчанию,Varsayılan Görünüm Numarası,0,Domyślny numer widoku
0,.PREVIEW_SYMBOL,1,,1,VALUE,False,1,False,131104,16,0.0,-40.0,1,True,25.0,4,0,,DatabasePreview,,Vista previa de símbolo,Preview Symbol（预览符号）,Vorschausymbol,Preview Symbol,Symbole d'aperçu,Simbolo anteprima,プレビューシンボル,preview symbool,Visualização do Símbolo,Символ предв.просмотра,Sembol Görünümü,0,Symbol podglądu
0,.REFERENCED_PIN,1,,1,VALUE,False,1,False,0,65536,0.0,-40.0,1,False,25.0,4,0,,,1,Pin referenciado,,Referenzierter Anschlusspunkt,Referenced Pin,Broche référencée,Pin referenziato,参照されたピン,Gerefereerd aansluitpunt,Pino referenciado,Вывод по ссылке,Refererans alınmış pin,0,Pin odniesienia
0,.SAPSTATUSTEXT,1,,1,VALUE,False,1,False,16384,2,0.0,-40.0,1,True,25.0,4,1,,,,Estado SAP,SAP状态,SAP Status,Status SAP,État SAP,Stato SAP,SAPステータス,SAP status,Status do SAP,Статус SAP,SAP Durumu,0,Status SAP
0,.SCHEMATIC_TYPE,1,,1,VALUE,False,1,False,306315264,16,0.0,-40.0,1,False,25.0,1,0,,,1,Tipo esquemático,原理图类型,Schematyp,Schematic Type,Type de schéma,Tipo schematico,配線図タイプ,schematype,Tipo de Esquemático,Тип схемы,Şematik Tipi,0,Typ schematu
0,.SORT_FORMAT_FILE,1,,1,VALUE,False,1,False,18432,0,0.0,-40.0,1,True,25.0,4,0,,,,ordenar archivo de formato,排列格式文件,Sortierungsdatei,sort format file,Format de tri du fichier,file ordinamento,フォーマットファイルの並べ替え,Sorteer bestand,,сортировать файл формата,Biçim dosyasını sırala,0,Plik formatu sortowania
0,.STRUCTURE_NODE_EXT_NAME,1,,1,VALUE,False,1,False,8192,2,0.0,-40.0,1,True,25.0,4,1,,,,Nombre externo de nodo de estructura,结构节点EXT名称,Ext. Name des Strukturknotens,Structure Node ext name,Nom ext. du noeud de structure,Nodo struttura - sigla esterna,構造ノードのEXT名,Ext. Naam van het struktuurknooppunt,Nome externo do nó de estrutura,Внешнее имя раздела структурного дерева,Yapı düğümünün ext adı,0,Węzeł struktury nazwa zew.
0,.STRUCTURE_NODE_ID,1,,1,VALUE,False,1,False,8192,2,0.0,-40.0,1,True,25.0,4,1,,,,ID ne nodo de estructura,结构节点ID,ID des Strukturknotens,Structure Node ID,ID noeud de structure,Nodo struttura - ID,構造ノードＩＤ,ID van het struktuurknooppunt,ID do nó de estrutura,Идентификатор (ID) раздела структурного дерева,Yapı düğümü ID,0,ID węzła struktury
0,.STRUCTURE_NODE_VALUE,1,,1,VALUE,False,1,False,8192,2,0.0,-40.0,1,True,25.0,4,1,,,,Valor de nodo de estructura,结构节点值,Wert des Strukturknotens,Structure Node value,Valeur noeud de structure,Nodo struttura - valore,構造ノード値,Waarde van het struktuurknooppunt,Valor de nó de estrutura,Значение раздела структурного дерева,Yapı düğümü değeri,0,Wartość węzła struktury
