TextType,CanHide,CanModify,CanModifyInivisible,ChangeableByScriptOnly,CopyFromSelectedSheet,DatabaseField,Format,MaxLength,SheetInfo,SystemDefined,TEXTNAME_34,TEXTNAME_86,TEXTNAME_49,TEXTNAME_44,TEXTNAME_33,TEXTNAME_39,TEXTNAME_81,TEXTNAME_31,TEXTNAME_351,TEXTNAME_07,TEXTNAME_90,ConnectionTargetFormat,UseActivePinTerminal,TEXTNAME_48
282,False,False,False,True,False,,,255,False,False,rmCLSChangeType,rmCLSChangeType,rmCLSChangeType,rmCLSChangeType,rmCLSChangeType,rmCLSChangeType,rmCLSChangeType,rmCLSChangeType,rmCLSChangeType,rmCLSChangeType,rmCLSDeğişiklikTipi,0,False,rmCLSChangeType
283,False,False,False,True,False,,,255,False,False,rmCLSQuantity,rmCLSQuantity,rmCLSQuantity,rmCLSQuantity,rmCLSQuantity,rmCLSQuantity,rmCLSQuantity,rmCLSQuantity,rmCLSQuantity,rmCLSQuantity,rmCLSMiktar,0,False,rmCLSQuantity
284,False,False,False,True,False,,,255,False,False,rmCLSMaterial,rmCLSMaterial,rmCLSMaterial,rmCLSMaterial,rmCLSMaterial,rmCLSMaterial,rmCLSMaterial,rmCLSMaterial,rmCLSMaterial,rmCLSMaterial,rmCLSMalzeme,0,False,rmCLSMaterial
285,False,False,False,True,False,,,255,False,False,rmCLSAdditional,rmCLSAdditional,rmCLSAdditional,rmCLSAdditional,rmCLSAdditional,rmCLSAdditional,rmCLSAdditional,rmCLSAdditional,rmCLSAdditional,rmCLSAdditional,rmCLSEk,0,False,rmCLSAdditional
286,False,False,False,True,False,,,255,False,False,rmCLSOldValue,rmCLSOldValue,rmCLSOldValue,rmCLSOldValue,rmCLSOldValue,rmCLSOldValue,rmCLSOldValue,rmCLSOldValue,rmCLSOldValue,rmCLSOldValue,rmCLSEskiDeğer,0,False,rmCLSOldValue
287,False,False,False,True,False,,,255,False,False,rmCLSNewValue,rmCLSNewValue,rmCLSNewValue,rmCLSNewValue,rmCLSNewValue,rmCLSNewValue,rmCLSNewValue,rmCLSNewValue,rmCLSNewValue,rmCLSNewValue,rmCLSYeniDeğer,0,False,rmCLSNewValue
288,False,False,False,True,False,,,255,False,False,rmCLSFromLocation,rmCLSFromLocation,rmCLSFromLocation,rmCLSFromLocation,rmCLSFromLocation,rmCLSFromLocation,rmCLSFromLocation,rmCLSFromLocation,rmCLSFromLocation,rmCLSFromLocation,rmCLSGelenKonum,0,False,rmCLSFromLocation
289,False,False,False,True,False,,,255,False,False,rmCLSFromDevice,rmCLSFromDevice,rmCLSFromDevice,rmCLSFromDevice,rmCLSFromDevice,rmCLSFromDevice,rmCLSFromDevice,rmCLSFromDevice,rmCLSFromDevice,rmCLSFromDevice,rmCLSGelenCihaz,0,False,rmCLSFromDevice
290,False,False,False,True,False,,,255,False,False,rmCLSFromPin,rmCLSFromPin,rmCLSFromPin,rmCLSFromPin,rmCLSFromPin,rmCLSFromPin,rmCLSFromPin,rmCLSFromPin,rmCLSFromPin,rmCLSFromPin,rmCLSGelenPin,0,False,rmCLSFromPin
291,False,False,False,True,False,,,255,False,False,rmCLSToLocation,rmCLSToLocation,rmCLSToLocation,rmCLSToLocation,rmCLSToLocation,rmCLSToLocation,rmCLSToLocation,rmCLSToLocation,rmCLSToLocation,rmCLSToLocation,rmCLSKonumİçin,0,False,rmCLSToLocation
292,False,False,False,True,False,,,255,False,False,rmCLSToDevice,rmCLSToDevice,rmCLSToDevice,rmCLSToDevice,rmCLSToDevice,rmCLSToDevice,rmCLSToDevice,rmCLSToDevice,rmCLSToDevice,rmCLSToDevice,rmCLSCihazİçin,0,False,rmCLSToDevice
293,False,False,False,True,False,,,255,False,False,rmCLSToPin,rmCLSToPin,rmCLSToPin,rmCLSToPin,rmCLSToPin,rmCLSToPin,rmCLSToPin,rmCLSToPin,rmCLSToPin,rmCLSToPin,rmCLSPinİçin,0,False,rmCLSToPin
294,False,False,False,True,False,,,255,False,False,rmCLSCoreNumber,rmCLSCoreNumber,rmCLSCoreNumber,rmCLSCoreNumber,rmCLSCoreNumber,rmCLSCoreNumber,rmCLSCoreNumber,rmCLSCoreNumber,rmCLSCoreNumber,rmCLSCoreNumber,rmCLSDamarNumarası,0,False,rmCLSCoreNumber
295,False,False,False,True,False,,,255,False,False,rmCLSSignalName,rmCLSSignalName,rmCLSSignalName,rmCLSSignalName,rmCLSSignalName,rmCLSSignalName,rmCLSSignalName,rmCLSSignalName,rmCLSSignalName,rmCLSSignalName,rmCLSSinyalAdı,0,False,rmCLSSignalName
312,False,False,False,False,False,,,255,False,False,rmCLSFooter,rmCLSFooter,rmCLSFooter,rmCLSFooter,rmCLSFooter,rmCLSFooter,rmCLSFooter,rmCLSFooter,rmCLSFooter,rmCLSFooter,rmCLSAltbilgi,0,False,rmCLSFooter
320,False,False,False,True,False,,,255,False,False,rmCRPHeaderDocumentType,rmCRPHeaderDocumentType,rmCRPHeaderDocumentType,rmCRPHeaderDocumentType,rmCRPHeaderDocumentType,rmCRPHeaderDocumentType,rmCRPHeaderDocumentType,rmCRPHeaderDocumentType,rmCRPHeaderDocumentType,rmCRPHeaderDocumentType,rmCRPBaşlıkDeğişimTipi,0,False,rmCRPHeaderDocumentType
321,False,False,False,True,False,,,255,False,False,rmCRPHeaderAssignment,rmCRPHeaderAssignment,rmCRPHeaderAssignment,rmCRPHeaderAssignment,rmCRPHeaderAssignment,rmCRPHeaderAssignment,rmCRPHeaderAssignment,rmCRPHeaderAssignment,rmCRPHeaderAssignment,rmCRPHeaderAssignment,rmCRPBaşlıkAtama,0,False,rmCRPHeaderAssignment
322,False,False,False,True,False,,,255,False,False,rmCRPHeaderLocation,rmCRPHeaderLocation,rmCRPHeaderLocation,rmCRPHeaderLocation,rmCRPHeaderLocation,rmCRPHeaderLocation,rmCRPHeaderLocation,rmCRPHeaderLocation,rmCRPHeaderLocation,rmCRPHeaderLocation,rmCRPBaşlıkKonum,0,False,rmCRPHeaderLocation
323,False,False,False,True,False,,,255,False,False,rmCRPHeaderSheet,rmCRPHeaderSheet,rmCRPHeaderSheet,rmCRPHeaderSheet,rmCRPHeaderSheet,rmCRPHeaderSheet,rmCRPHeaderSheet,rmCRPHeaderSheet,rmCRPHeaderSheet,rmCRPHeaderSheet,rmCRPBaşlıkSayfa,0,False,rmCRPHeaderSheet
324,False,False,False,True,False,,,255,False,False,rmCRPHeaderChangeIndex,rmCRPHeaderChangeIndex,rmCRPHeaderChangeIndex,rmCRPHeaderChangeIndex,rmCRPHeaderChangeIndex,rmCRPHeaderChangeIndex,rmCRPHeaderChangeIndex,rmCRPHeaderChangeIndex,rmCRPHeaderChangeIndex,rmCRPHeaderChangeIndex,rmCRPBaşlıkDeğişimEndeks,0,False,rmCRPHeaderChangeIndex
325,False,False,False,True,False,,,255,False,False,rmCRPHeaderChangeReason,rmCRPHeaderChangeReason,rmCRPHeaderChangeReason,rmCRPHeaderChangeReason,rmCRPHeaderChangeReason,rmCRPHeaderChangeReason,rmCRPHeaderChangeReason,rmCRPHeaderChangeReason,rmCRPHeaderChangeReason,rmCRPHeaderChangeReason,rmCRPBaşlıkDeğişimNedeni,0,False,rmCRPHeaderChangeReason
326,False,False,False,True,False,,,255,False,False,rmCRPHeaderChangeDate,rmCRPHeaderChangeDate,rmCRPHeaderChangeDate,rmCRPHeaderChangeDate,rmCRPHeaderChangeDate,rmCRPHeaderChangeDate,rmCRPHeaderChangeDate,rmCRPHeaderChangeDate,rmCRPHeaderChangeDate,rmCRPHeaderChangeDate,rmCRPBaşlıkDeğişiklikTarihi,0,False,rmCRPHeaderChangeDate
327,False,False,False,True,False,,,255,False,False,rmCRPHeaderChangeUser,rmCRPHeaderChangeUser,rmCRPHeaderChangeUser,rmCRPHeaderChangeUser,rmCRPHeaderChangeUser,rmCRPHeaderChangeUser,rmCRPHeaderChangeUser,rmCRPHeaderChangeUser,rmCRPHeaderChangeUser,rmCRPHeaderChangeUser,rmCRPBaşlıkDeğişimKullanıcı,0,False,rmCRPHeaderChangeUser
335,False,False,False,True,False,,,255,False,False,rmCRPDocumentType,rmCRPDocumentType,rmCRPDocumentType,rmCRPDocumentType,rmCRPDocumentType,rmCRPDocumentType,rmCRPDocumentType,rmCRPDocumentType,rmCRPDocumentType,rmCRPDocumentType,rmCRPBelgeTipi,0,False,rmCRPDocumentType
336,False,False,False,True,False,,,255,False,False,rmCRPAssignment,rmCRPAssignment,rmCRPAssignment,rmCRPAssignment,rmCRPAssignment,rmCRPAssignment,rmCRPAssignment,rmCRPAssignment,rmCRPAssignment,rmCRPAssignment,rmCRPAtama,0,False,rmCRPAssignment
337,False,False,False,True,False,,,255,False,False,rmCRPLocation,rmCRPLocation,rmCRPLocation,rmCRPLocation,rmCRPLocation,rmCRPLocation,rmCRPLocation,rmCRPLocation,rmCRPLocation,rmCRPLocation,rmCRPKonum,0,False,rmCRPLocation
338,False,False,False,True,False,,,255,False,False,rmCRPSheet,rmCRPSheet,rmCRPSheet,rmCRPSheet,rmCRPSheet,rmCRPSheet,rmCRPSheet,rmCRPSheet,rmCRPSheet,rmCRPSheet,rmCRPSayfa,0,False,rmCRPSheet
339,False,False,False,True,False,,,255,False,False,rmCRPChangeIndex,rmCRPChangeIndex,rmCRPChangeIndex,rmCRPChangeIndex,rmCRPChangeIndex,rmCRPChangeIndex,rmCRPChangeIndex,rmCRPChangeIndex,rmCRPChangeIndex,rmCRPChangeIndex,rmCRPDeğişimEndeks,0,False,rmCRPChangeIndex
340,False,False,False,True,False,,,255,False,False,rmCRPChangeReason,rmCRPChangeReason,rmCRPChangeReason,rmCRPChangeReason,rmCRPChangeReason,rmCRPChangeReason,rmCRPChangeReason,rmCRPChangeReason,rmCRPChangeReason,rmCRPChangeReason,rmCRPDeğişimNedeni,0,False,rmCRPChangeReason
341,False,False,False,True,False,,,255,False,False,rmCRPChangeDate,rmCRPChangeDate,rmCRPChangeDate,rmCRPChangeDate,rmCRPChangeDate,rmCRPChangeDate,rmCRPChangeDate,rmCRPChangeDate,rmCRPChangeDate,rmCRPChangeDate,rmCRPDeğişimTarihi,0,False,rmCRPChangeDate
342,False,False,False,True,False,,,255,False,False,rmCRPChangeUser,rmCRPChangeUser,rmCRPChangeUser,rmCRPChangeUser,rmCRPChangeUser,rmCRPChangeUser,rmCRPChangeUser,rmCRPChangeUser,rmCRPChangeUser,rmCRPChangeUser,rmCRPDeğişimKullanıcı,0,False,rmCRPChangeUser
349,False,False,False,True,False,,,255,False,False,rmCRPFooter,rmCRPFooter,rmCRPFooter,rmCRPFooter,rmCRPFooter,rmCRPFooter,rmCRPFooter,rmCRPFooter,rmCRPFooter,rmCRPFooter,rmCRPAltbilgi,0,False,rmCRPFooter
359,False,False,False,False,False,PanelWireClass,,0,False,False,Clase de conexión,连接类,Verbindungsklasse,Connection Class,Classe de connexion,Classe connessione,接続クラス,verbindingsklas,Classe de Conexão,Класс соединения,Bağlantı Klası,0,False,Klasa połączenia
370,True,True,False,False,False,,,80,True,True,,,Bauteiltyp (Klemmenplan Blattformat),Component code (Terminal plan sheet symbol),,,,,,,,0,False,Kod komponentu (Symbol arkusza do zestawienia złączek listwowych)
400,False,False,False,False,False,,,0,False,False,Hoja de bornes gráfica (Referencia cruzada de borne),图形端子图(端子相互参考),Graf. Klemmenplan (Klemmenquerverweis),Graph. Terminal plan (Term. Cross reference),Plan de borne graphique (Nom de brin),Schema grafico morsettiere (rimandi morsetto),グラフ. ターミナルプラン(ターミナル. クロスリファレンス),graf. klemmen plan (klemmenkruisverwijzing),Plan. de Bornes Gráfica (Ref. cruzada de Bornes),Схема подключений (клемма - ссылка),Grafik Terminal plan (Term. Çapraz referans),0,False,Graf. Zestawienie złączek listwowych (Referencja krosowa)
401,False,False,False,False,False,,,0,False,False,Hoja de bornes gráfica (Nombre pin de borne),图形端子图(端子针脚名),Graf. Klemmenplan (Klemmenname),Graph. Terminal plan (Term. Pin name),Plan de borne graphique (Fonction pour destination),Schema grafico morsettiere (Sigla morsetto),グラフ. ターミナルプラン(ターミナル. ピン名),graf. klemmen plan (klemmennaam),Plan. de Bornes Gráfica (Nome do pino do Borne),Схема подключений (клемма - имя вывода),Grafik Terminal plan (Term. Pin adı),0,False,Graf. Zestawienie złączek listwowych (Nazwa pinu)
402,False,False,False,False,False,,,0,False,False,Hoja de bornes gráfica (Desig. dispositivo de borne),图形端子图(端子器材特征符号),Graf. Klemmenplan (Klemmen BMK),Graph. Terminal plan (Term. Device designation),Plan de borne graphique (Ref. croisées bornes),Schema grafico morsettiere (Designazione dispositivo morsetto),グラフ. ターミナルプラン(ターミナル. デバイス識別名),graf. klemmen plan (klemmenstrookbenaming),Plan. de Bornes Gráfica (Função para designação),Схема подключений (клемма - поз. обозначение),Grafik Terminal plan (Term. Cihaz atama),0,False,Graf. Zestawienie złączek listwowych (Oznaczenie urządzenia)
403,False,False,False,False,False,,,0,False,False,Hoja de bornes gráfica (Función para destino),图形端子图(对于特征符号功能),Graf. Klemmenplan (Funktion beim Zielbauteil),Graph. Terminal plan (Function for destination),Plan de borne graphique (Nom de pin bornes),Schema grafico morsettiere (Funzione della destinazione),グラフ. ターミナルプラン(接続先の機能),graf. klemmen plan (functie voor bestemming),Plan. de Bornes Gráfica (Função para destino),Схема подключений (адрес2 - Устройство) ,Grafik Terminal plan ( Fonksiyon hedef için),0,False,Graf. Zestawienie złączek listwowych (Funkcja dla celu)
404,False,False,False,False,False,,,0,False,False,Hoja de bornes gráfica (Nombre de la vena),图形端子图(芯线名),Graf. Klemmenplan (Adername),Graph. Terminal plan (Core name),Plan de borne graphique (Désignation bornes),Schema grafico morsettiere (Sigla conduttore),グラフ. ターミナルプラン(コア名),graf. klemmen plan (adernaam),Plan. de Bornes Gráfica (Nome do condutor),Схема подключений (имя жилы),Grafik Terminal plan ( Damar adı),0,False,Graf. Zestawienie złączek listwowych (Nazwa żyły)
405,False,False,False,False,False,,,0,False,False,Hoja Gráfica de Bornes (Atributo 1 para destino),图形端子图(对于特征符号属性1),Graf. Klemmenplan (Attribut 1 beim Zielbauteil),Graph. Terminal plan (Attribute 1 for destination),Plan de bornes graph. (attribut 1 au composant cible),Schema grafico morsettiere (attributo 1 della destinazione),グラフ. ターミナルプラン(接続先属性1),graf. klemmen plan (attribuut 1 voor doelcomponent),Plan. de Bornes Gráfica (Atributo 1 para destino),Схема подключений (атрибут 1 для адреса2),Grafik Terminal plan ( Özellik 1 hedef için),0,False,Graf. Zestawienie złączek listwowych (Atrybut 1 dla celu)
406,False,False,False,False,False,,,0,False,False,Hoja Gráfica de Bornes (Atributo 2 para destino),图形端子图(对于特征符号属性2),Graf. Klemmenplan (Attribut 2 beim Zielbauteil),Graph. Terminal plan (Attribute 2 for destination),Plan de bornes graph. (attribut 2 au composant cible),Schema grafico morsettiere (attributo 2 della destinazione),グラフ. ターミナルプラン(接続先属性2),graf. klemmen plan (attribuut 2 voor doelcomponent),Plan. de Bornes Gráfica (Atributo 2 para destino),Схема подключений (атрибут 2 для адреса2),Grafik Terminal plan ( Özellik 2 hedef için),0,False,Graf. Zestawienie złączek listwowych (Atrybut 2 dla celu)
407,False,False,False,False,False,,,0,False,False,Hoja Gráfica de Bornes (Atributo 3 para destino),图形端子图(对于特征符号属性3),Graf. Klemmenplan (Attribut 3 beim Zielbauteil),Graph. Terminal plan (Attribute 3 for destination),Plan de bornes graph. (attribut 3 au composant cible),Schema grafico morsettiere (attributo 3 della destinazione),グラフ. ターミナルプラン(接続先属性3),graf. klemmen plan (attribuut 3 voor doelcomponent),Plan. de Bornes Gráfica (Atributo 3 para destino),Схема подключений (атрибут 3 для адреса2),Grafik Terminal plan ( Özellik 3 hedef için),0,False,Graf. Zestawienie złączek listwowych (Atrybut 3 dla celu)
408,False,False,False,False,False,,,0,False,False,Hoja Gráfica de Bornes (Atributo 4 para destino),图形端子图(对于特征符号属性4),Graf. Klemmenplan (Attribut 4 beim Zielbauteil),Graph. Terminal plan (Attribute 4 for destination),Plan de bornes graph. (attribut 4 au composant cible),Schema grafico morsettiere (attributo 4 della destinazione),グラフ. ターミナルプラン(接続先属性4),graf. klemmen plan (attribuut 4 voor doelcomponent),Plan. de Bornes Gráfica (Atributo 4 para destino),Схема подключений (атрибут 4 для адреса2),Grafik Terminal plan ( Özellik 5 hedef için),0,False,Graf. Zestawienie złączek listwowych (Atrybut 4 dla celu)
409,False,False,False,False,False,,,0,False,False,Hoja Gráfica de Bornes (Atributo 5 para destino),图形端子图(对于特征符号属性5),Graf. Klemmenplan (Attribut 5 beim Zielbauteil),Graph. Terminal plan (Attribute 5 for destination),Plan de bornes graph. (attribut 5 au composant cible),Schema grafico morsettiere (attributo 5 della destinazione),グラフ. ターミナルプラン(接続先属性5),graf. klemmen plan (attribuut 5 voor doelcomponent),Plan. de Bornes Gráfica (Atributo 5 para destino),Схема подключений (атрибут 5 для адреса2),Grafik Terminal plan ( Özellik 4 hedef için),0,False,Graf. Zestawienie złączek listwowych (Atrybut 5 dla celu)
410,False,False,False,False,False,WireNumber,,0,False,False,Nº de hilo,电线号码,Drahtnummer,Wire number,Numéro de fil,Numero filo,ワイヤ番号,draadnummer,Número de fio,Номер провода,Tel numarası ,0,False,Numer przewodu
411,False,False,False,False,False,BOMpos,,0,False,False,Posición de LdM,工作材料表位置,Stücklisten Position,BOM Position,BOM Position,Posizione Distinta,部品表位置,stuklijstpositie,Posição LdM,Позиция спецификации,BOM Pozisyon,0,False,Pozycja BOM
412,False,False,False,False,False,WireNumber_Wire,,0,False,False,Número de hilo (vena),Wire number (core),Drahtnummer (Ader),Wire number (core),Numéro de fil (brin),Numero filo (conduttore),ワイヤ番号(コア),draadnummer (ader),Número do fio,Номер провода (жилы),Tel numarası (Damar),0,False,Numer przewodu (żyła)
413,False,False,False,False,False,WireNumber_Add,,0,False,False,Número adicional de hilo,Additional Wire number,Zusätzliche Drahtnummer,Additional Wire number,Numéro de fil additionnel,Numero filo addizionale,追加ワイヤ番号,extra draad nummer,Número do fio adicional,Дополнительный номер провода,Ek Tel numarası,0,False,Dodatkowy numer przewodu
414,False,False,False,False,False,.CONNECTOR_NAME,,0,False,False,Designación interna de objeto,Internal Item Designation,Internes Betriebsmittelkennzeichen,Internal Item Designation,Désignation interne d'élément,Designazione interna di Dispositivo,内部アイテム識別名,interne item benaming,Designação do item interno,Внутреннее озиционное обозначение,iç öğe atama,0,False,Wewnętrzne oznaczenie elementu
415,False,False,False,False,False,Symbolpintext-extended,,0,False,False,Texto extendido de pin de símbolo,符号针脚扩展文本,Erweiterter Symbol Anschlusstext,Symbol pin text extended,Texte étendu de la broche de symbole,Testo pin simbolo esteso,拡張シンボルピンテキスト,symbool pin text (vergrotert),Texto extendido de símbolo de pino,Дополнительная надпись символа вывода,Genişletilmiş sembol pin metni,0,False,Rozszerzony tekst symbolu pinu
416,False,False,False,False,False,Description_text,,0,False,False,Descripción de pin,管脚描述,Anschluss Beschreibung,pin description,Description de broche,Descrizione pin,ピン表記,pin beschrijving,Descrição de pino,описание вывода,pin açıklaması,0,False,Opis pinu
417,False,False,False,False,False,NetSegCrossSection,,0,False,False,Sección cruzada de segmento de red,线段横截面,Netzsegment Querschnitt,Net segment cross-section,Coupe transversale du segment de réseau,Sezione segmento,セグメントの断面積,net segment doorsnede,Seção transversal do segmento de rede,Окружность сегмента цепи,Net kesiti,0,False,Przekrój segmentu sieci
418,False,False,False,False,False,NetSegCircumference,,0,False,False,Circunferencia de segmento de red,线段周长,Netzsegment Umfang,Net segment circumference,Circonférence du segment de réseau,Circonferenza segmento,セグメントの外周,net segment omvang,Circunferência do segmento de rede,Сечение сегмента цепи,Net çevresi,0,False,Obwód segmentu sieci
420,False,False,False,False,False,Function,,25,False,False,Función dispositivo,设备功能,Betriebsmittel-Funktion,Device function,Fonction d'appareil,Funzione dispositivo,デバイス機能,functie van het toestel,Função de dispositivo,Функция изделия в проекте,Cihaz Fonsiyonu,0,False,Funkcja urządzenia
421,False,False,False,False,False,DeviceSubFunction,,0,False,False,Sub-función dispositivo,Device sub-function,Betriebsmittel-Unterfunktion,Device sub-function,Sous-fonction d'appareil,Sottofunzione dispositivo,デバイスサブ機能,sub-functie van het toestel,Sub-função do dispositivo,Device sub-function,Cihaz alt-işlev,0,False,Podfunkcja urządzenia
423,False,False,False,False,False,Dismanteling,,0,False,False,Dismanteling (mm),剥绝缘皮(mm),Abmantelung (mm),Amount of insulation to be cut back/stripped (mm),Dénudage (mm),Sguainatura (mm),剥きしろ(mm),ontmanteling (mm),Decapagem (mm),Длина жилы без оболочки кабеля (мм),Parça boyutu(mm),0,False,Ilość izolacji do usunięcia/odizolowania (mm)
424,False,False,False,False,False,.ISOLATE,,0,False,False,Aislamiento,绝缘,Abisolierung,Insulation,Isolation,Spelatura,絶縁体,isolatie,Isolamento,Изоляция,İzolasyon,0,False,Izolacja
425,False,False,False,False,False,Dismanteling_Shield,,0,False,False,Dismanteling Shield (mm),剥绝缘皮 Shield (mm),Abmantelung Schirm (mm),Amount of insulation to be cut back/stripped Shield (mm),Dénudage Shield (mm),Sguainatura Shield (mm),剥きしろShield (mm),ontmanteling Shield (mm),Decapagem Shield (mm),Длина жилы без оболочки кабеля Shield (мм),Parça boyutu Shield (mm),0,False,Ilość izolacji do usunięcia/odizolowania dla ekranu (mm)
430,False,False,False,False,False,NominalWidth,,3,False,False,Anchura nominal,正常宽度,Nennweite,Nominal Width,Largeur nominale,Sezione nominale,公称幅,nominale breedte,Largura nominal,Номинальная ширина,Nominal Genişlik,0,False,Nominalna szerokość
440,False,False,False,False,False,PlcFunctionType,,0,False,False,,,#440,PLC Function Type,,,,,,,,0,False,PLC Typ Funkcji
443,False,False,False,False,False,Length,,0,False,False,Longitud,长度,Länge,Length,Longueur,Lunghezza,長さ,lengte,Comprimento,Длина,Uzunluk,0,False,Długość
450,False,False,False,False,False,BundleType,,0,False,False,Tipo de bundle,线束类型,Bündeltyp,Bundle Type,Type de faisceau,Tipo fascio,バンドルタイプ,bundeltype,Tipo de Agrupamento,Тип изоляции жил,Paket Türü,0,False,Typ wiązki
468,False,False,False,False,False,PID_EMSR-Function,,0,False,False,PID EMSR-Points-Function,PID EMSR-Points-Function,PID EMSR-Stellen-Funktion,PID EMSR-Points-Function,PID fonction points EMSR,PID EMSR-Points-Function,P&ID EMSR識別名,PID EMSR-Points-Function,PID EMSR-Points-Function,PID EMSR-Points-Функция,PID EMSR-Nokta-Fonksiyon,0,False,PID EMSR-Funkcja-Punktów
469,False,False,False,False,False,PID_EMSR-ItemDesignation,,0,False,False,PID EMSR-Points-Item Designation,PID EMSR-Points-Item Designation,PID EMSR-Stellen-Kennzeichen,PID EMSR-Points-Item Designation,PID désignation d'élément points EMSR,PID EMSR-Points-Item Designation,P&ID EMSRファンクション,PID EMSR-Points-Item Designation,PID EMSR-Points-Item Designation,PID EMSR-Points-Поз. Обозначение,PID EMSR-Nokta-Parması,0,False,PID EMSR - Punkty - Oznaczenie urządzenia
470,False,False,False,False,False,DeviceName_Electrical,,0,False,False,Designación de Objeto - eléctrica,设备特征符号电子,Betriebsmittelkennzeichen Elektrisch,Item Designation Electric,Item Designation Electric,Designazione Dispositivo - Elettrica,デバイス機能 (1),toestelbenaming elektrisch,Designação de Item Elétrico,Обозначение электрической схемы,Öğe Atama Akışkan,0,False,Elektryczne Oznaczenie Elementu
471,False,False,False,False,False,DeviceName_Fluid,,0,False,False,Designación de Objeto - Fluid,设备特征符号流体,Betriebsmittelkennzeichen Fluid,Item Designation Fluid,Item Designation Fluid,Designazione Dispositivo - Fluidica,アイテム識別名(電気),toestelbenaming fluid,Designação de Item Hidráulico,Обозначение гидравлической схемы,Öğe Atama Pnömatik,0,False,Hydr./Pneu. Oznaczenie Elementu
472,False,False,False,False,False,DeviceName_Pneumatic,,20,False,False,Designación de Objeto - neumática,设备特征符号气动,Betriebsmittelkennzeichen Pneumatik,Item Designation Pneumatic,Item Designation Pneumatic,Designazione Dispositivo - Pneumatica,アイテム識別名(空力),toestelbenaming pneumatisch,Designação de Item Pneumático,Обозначение пневматической схемы,Öğe Atama Elektrik,0,False,Pneumatyczne Oznaczenie Elementu
473,False,False,False,False,False,Device_Text_Instances,,0,False,False,Designación interna de objeto eléctrico,内部对象代号电气,Betriebsmittelkennzeichen (Text Instanz),Item Designation (Text Instance),"Désignation d'élément interne, électrique",Designazione Dispositivo (istanza del testo),内部アイテム識別名電気,interne toestelbenaming (elektrisch),designação elétrica de item interno,внутреннее позиционное обозначение - электрика,İç Öğe Atama Elektrik,0,False,Oznaczenie Elementu (Instancja Tekstu)
482,False,False,False,False,False,AdditionalPart,,0,False,False,Parte adicional,附加零件,Zusatzteil,Additional Part,Pièce supplémentaire,Parte addizionale,追加パート,bijvoegsel,Peça Adicional,Дополнительная часть,Ek Bölüm,0,False,Dodatkowy Element
483,False,False,False,False,False,Step,,0,False,False,Incremento,增量,Schrittweite,Increment,Incrément,Passo,予備 (1),increment,Incremento,Шаг масштабирования,artış,0,False,Przyrost
